"","x"
"1509",29.35795
"1510",3.543665
"1511",19.87069
"1512",9.637159
"1513",7.658218
"1514",2.465822
"1515",8.353798
"1516",9.37017
"1517",8.394454
"1518",2.432366
"1519",4.044068
"1520",1.375567
"1521",24.34252
"1522",2.301376
"1523",4.564096
"1524",5.29727
"1525",5.099454
"1526",6.03955
"1527",21.61867
"1528",15.51194
"1529",1.319201
"1530",8.66647
"1531",2.748652
"1532",2.830635
"1533",5.423869
"1534",7.117565
"1535",6.575242
"1536",9.951059
"1537",7.890163
"1538",1.230987
"1539",1.650984
"1540",5.237873
"1541",5.582839
"1542",16.02992
"1543",3.523461
"1544",7.535729
"1545",9.759887
"1546",30.7698
"1547",12.43721
"1548",6.739405
"1549",3.383778
"1550",4.632153
"1551",6.074592
"1552",16.04075
"1553",10.46977
"1554",11.00764
"1555",17.55138
"1556",7.675218
"1557",4.836004
"1558",7.109947
"1559",17.98438
"1560",2.918826
"1561",2.180679
"1562",2.201845
"1563",4.418468
"1564",4.798977
"1565",14.1687
"1566",10.7285
"1567",4.029419
"1568",19.68549
"1569",3.990716
"1570",1.445549
"1571",8.696181
"1572",6.840972
"1573",20.43585
"1574",6.280617
"1575",7.458443
"1576",4.465592
"1577",25.69631
"1578",3.089663
"1579",7.94384
"1580",13.31739
"1581",10.37052
"1582",10.36313
"1583",9.526371
"1584",10.39421
"1585",10.32825
"1586",4.338536
"1587",8.492867
"1588",2.649474
"1589",4.970731
"1590",2.493434
"1591",25.26752
"1592",3.020801
"1593",4.905018
"1594",1.198203
"1595",8.492902
"1596",5.26283
"1597",2.734669
"1598",2.548892
"1599",3.459881
"1600",4.674085
"1601",27.73225
"1602",15.13792
"1603",3.374565
"1604",6.791156
"1605",1.703799
"1606",5.229738
"1607",1.4946
"1608",12.51454
"1609",12.85929
"1610",12.72079
"1611",4.066925
"1612",19.98033
"1613",11.53977
"1614",4.719731
"1615",7.667371
"1616",16.30451
"1617",7.944389
"1618",2.977062
"1619",6.403857
"1620",10.91296
"1621",16.16886
"1622",6.542299
"1623",17.66747
"1624",5.63873
"1625",4.582941
"1626",7.755991
"1627",9.557096
"1628",18.13802
"1629",3.935134
"1630",3.908371
"1631",1.739449
"1632",24.42176
"1633",3.197618
"1634",3.180149
"1635",6.981941
"1636",14.7857
"1637",8.079294
"1638",9.487121
"1639",7.409149
"1640",5.111421
"1641",13.71891
"1642",6.324505
"1643",13.8206
"1644",2.130946
"1645",5.885148
"1646",3.112447
"1647",6.816014
"1648",7.367806
"1649",21.08084
"1650",13.15232
"1651",1.270546
"1652",12.21802
"1653",6.137692
"1654",7.458099
"1655",12.27217
"1656",9.23286
"1657",15.91251
"1658",4.527648
"1659",3.99954
"1660",8.133191
"1661",1.589535
"1662",4.244854
"1663",18.65137
"1664",3.199682
"1665",13.24052
"1666",9.584536
"1667",14.76538
"1668",8.487326
"1669",16.25256
"1670",17.4028
"1671",5.850283
"1672",20.43277
"1673",2.763224
"1674",15.73243
"1675",1.482474
"1676",3.437502
"1677",17.20502
"1678",8.327722
"1679",2.225465
"1680",2.477945
"1681",9.25848
"1682",20.14176
"1683",11.14615
"1684",2.734057
"1685",10.17576
"1686",1.582585
"1687",10.85537
"1688",7.400769
"1689",6.84336
"1690",14.59541
"1691",8.882682
"1692",23.16242
"1693",5.59356
"1694",9.933523
"1695",2.992589
"1696",19.57075
"1697",16.68618
"1698",7.749595
"1699",9.288851
"1700",12.26499
"1701",14.76922
"1702",2.061636
"1703",2.687062
"1704",6.233177
"1705",11.36938
"1706",5.533288
"1707",5.857544
"1708",4.348554
"1709",5.494536
"1710",4.323297
"1711",5.792794
"1712",4.867834
"1713",17.76511
"1714",3.978662
"1715",6.452058
"1716",10.55177
"1717",13.87203
"1718",5.706255
"1719",11.63009
"1720",6.364903
"1721",9.119628
"1722",11.11794
"1723",6.617173
"1724",14.10183
"1725",13.12966
"1726",15.07394
"1727",20.5514
"1728",11.13625
"1729",20.22191
"1730",1.932155
"1731",6.446079
"1732",7.633753
"1733",6.582225
"1734",2.420905
"1735",9.248419
"1736",2.077466
"1737",19.06753
"1738",2.12851
"1739",1.805094
"1740",5.886238
"1741",5.395611
"1742",2.930277
"1743",1.293544
"1744",1.76478
"1745",8.939477
"1746",26.15019
"1747",11.49687
"1748",3.761061
"1749",16.39747
"1750",11.61284
"1751",19.12428
"1752",18.8572
"1753",10.08697
"1754",1.895979
"1755",2.464275
"1756",8.040278
"1757",6.453124
"1758",20.13722
"1759",4.355677
"1760",16.04377
"1761",20.87424
"1762",14.44636
"1763",9.000396
"1764",7.194779
"1765",18.8098
"1766",15.92001
"1767",2.758575
"1768",6.116652
"1769",16.87028
"1770",16.66123
"1771",12.61471
"1772",5.714937
"1773",2.301772
"1774",3.627104
"1775",12.00909
"1776",19.14656
"1777",5.585004
"1778",17.82124
"1779",27.4563
"1780",8.522053
"1781",8.386909
"1782",10.52249
"1783",10.85169
"1784",8.973181
"1785",14.04801
"1786",14.17599
"1787",8.619877
"1788",17.91527
"1789",8.113307
"1790",12.52502
"1791",9.303687
"1792",18.96848
"1793",2.362663
"1794",5.585807
"1795",16.81789
"1796",18.529
"1797",8.457034
"1798",9.24589
"1799",1.413033
"1800",3.680185
"1801",16.82081
"1802",1.025579
"1803",15.02441
"1804",7.409027
"1805",3.148665
"1806",29.62966
"1807",2.917886
"1808",1.740144
"1809",9.470798
"1810",2.476217
"1811",9.05316
"1812",10.86199
"1813",7.990345
"1814",1.500126
"1815",1.442102
"1816",4.984918
"1817",10.45497
"1818",18.01018
"1819",9.817033
"1820",7.437784
"1821",1.280324
"1822",13.43811
"1823",12.50419
"1824",1.798433
"1825",7.744129
"1826",16.79677
"1827",6.960522
"1828",5.525134
"1829",18.32904
"1830",16.38978
"1831",22.34478
"1832",12.91538
"1833",15.2121
"1834",3.771607
"1835",12.173
"1836",10.48608
"1837",19.26465
"1838",6.24751
"1839",10.02603
"1840",7.617535
"1841",20.58561
"1842",12.359
"1843",8.437873
"1844",14.01692
"1845",5.457127
"1846",4.148103
"1847",8.867664
"1848",1.563383
"1849",2.333094
"1850",14.86158
"1851",1.768753
"1852",18.25291
"1853",1.275948
"1854",29.95876
"1855",2.073632
"1856",6.368504
"1857",7.674186
"1858",30.82191
"1859",7.8432
"1860",9.38517
"1861",13.81972
"1862",1.37258
"1863",1.84687
"1864",12.23147
"1865",6.554584
"1866",2.599617
"1867",2.827378
"1868",16.12971
"1869",23.9038
"1870",1.73409
"1871",17.45182
"1872",3.82548
"1873",10.00949
"1874",15.81095
"1875",4.310974
"1876",1.99818
"1877",16.93745
"1878",13.05373
"1879",3.533323
"1880",16.93329
"1881",2.888303
"1882",4.812563
"1883",25.10781
"1884",10.32034
"1885",16.7433
"1886",11.96096
"1887",7.900866
"1888",4.245295
"1889",10.0496
"1890",11.46674
"1891",4.469398
"1892",10.59491
"1893",2.82818
"1894",6.71156
"1895",5.25157
"1896",15.06815
"1897",3.700985
"1898",17.26451
"1899",16.5852
"1900",10.81514
"1901",4.617824
"1902",2.237975
"1903",12.14453
"1904",23.86996
"1905",8.756923
"1906",7.238006
"1907",5.449246
"1908",5.614074
"1909",4.534721
"1910",10.06395
"1911",22.12945
"1912",4.526424
"1913",6.183692
"1914",3.628867
"1915",4.888977
"1916",4.431604
"1917",21.09953
"1918",1.989684
"1919",10.55294
"1920",8.436679
"1921",15.2198
"1922",13.50244
"1923",1.717359
"1924",2.199825
"1925",1.387769
"1926",10.39542
"1927",1.500082
"1928",9.328119
"1929",9.499599
"1930",6.472433
"1931",4.448953
"1932",8.962034
"1933",1.796113
"1934",10.22422
"1935",7.650642
"1936",2.945436
"1937",5.294527
"1938",4.213099
"1939",11.16116
"1940",13.81356
"1941",7.923777
"1942",1.992273
"1943",14.60084
"1944",16.15139
"1945",8.257765
"1946",7.193929
"1947",11.84082
"1948",3.660516
"1949",12.22942
"1950",15.80736
"1951",8.295192
"1952",8.27839
"1953",1.835564
"1954",10.44767
"1955",8.612474
"1956",10.49269
"1957",5.679237
"1958",10.68972
"1959",2.210399
"1960",13.09427
"1961",1.201025
"1962",6.246939
"1963",4.600047
"1964",9.30555
"1965",18.55263
"1966",10.51089
"1967",12.81579
"1968",6.021823
"1969",23.99384
"1970",8.100668
"1971",18.47356
"1972",14.62117
"1973",3.588245
"1974",14.36866
"1975",18.94429
"1976",3.341126
"1977",4.761845
"1978",12.24637
"1979",14.63647
"1980",4.833414
"1981",5.705638
"1982",12.55315
"1983",1.059865
"1984",13.47613
"1985",9.887746
"1986",6.853152
"1987",2.213342
"1988",5.954975
"1989",5.000016
"1990",3.469341
"1991",7.874579
"1992",11.70115
"1993",3.890319
"1994",14.7867
"1995",11.71559
"1996",11.56278
"1997",18.7404
"1998",13.03957
"1999",4.99913
"2000",4.848049
"2001",14.06379
"2002",12.67943
"2003",7.837878
"2004",4.845811
"2005",5.389466
"2006",8.259716
"2007",3.157767
"2008",2.185047
"2009",4.612442
"2010",5.447689
"2011",12.29962
"2012",12.57563
"2013",6.79324
"2014",4.753084
"2015",21.0878
"2016",11.47008
"2017",3.631024
"2018",27.0293
"2019",13.21554
"2020",8.0239
"2021",5.448172
"2022",3.600682
"2023",4.459993
"2024",12.86853
"2025",9.546909
"2026",4.424083
"2027",1.462471
"2028",9.952476
"2029",1.133367
"2030",14.40435
"2031",4.300397
"2032",8.36006
"2033",9.693608
"2034",10.8754
"2035",5.602813
"2036",13.96391
"2037",9.841833
"2038",5.129029
"2039",3.612294
"2040",9.430096
"2041",6.699323
"2042",6.895966
"2043",16.56847
"2044",16.71459
"2045",16.48485
"2046",2.458795
"2047",11.52687
"2048",2.984004
"2049",4.646695
"2050",22.24529
"2051",6.140643
"2052",19.6274
"2053",12.69289
"2054",18.58829
"2055",14.34935
"2056",7.881289
"2057",10.76391
"2058",12.47148
"2059",8.387102
"2060",14.72164
"2061",12.23126
"2062",11.26136
"2063",9.448434
"2064",21.25517
"2065",7.467093
"2066",5.669803
"2067",13.09678
"2068",6.224413
"2069",16.42222
"2070",3.583025
"2071",2.457741
"2072",5.006746
"2073",9.453234
"2074",3.109148
"2075",16.93921
"2076",10.16511
"2077",2.598272
"2078",1.717806
"2079",10.7668
"2080",11.16076
"2081",1.200249
"2082",21.53238
"2083",5.656086
"2084",8.840599
"2085",22.38582
"2086",9.417302
"2087",12.05316
"2088",3.294082
"2089",15.23335
"2090",4.273105
"2091",10.91353
"2092",12.24574
"2093",13.62126
"2094",12.73029
"2095",8.681614
"2096",15.38202
"2097",6.611955
"2098",9.040057
"2099",25.11299
"2100",7.773669
"2101",10.41798
"2102",9.561875
"2103",5.464488
"2104",5.966695
"2105",4.899911
"2106",11.16749
"2107",13.16571
"2108",6.249599
"2109",4.367739
"2110",12.78697
"2111",6.842584
"2112",1.450219
"2113",10.29318
"2114",3.326476
"2115",13.8101
"2116",6.039499
"2117",10.11079
"2118",8.509962
"2119",2.117403
"2120",2.251237
"2121",2.089917
"2122",10.94284
"2123",15.39419
"2124",17.25514
"2125",15.04337
"2126",7.066142
"2127",4.327078
"2128",5.526815
"2129",2.080255
"2130",13.44855
"2131",2.847117
"2132",10.72393
"2133",2.1782
"2134",10.24306
"2135",11.65333
"2136",3.000251
"2137",7.916586
"2138",2.258878
"2139",5.519258
"2140",5.944147
"2141",3.255652
"2142",13.46637
"2143",5.787415
"2144",1.125218
"2145",6.548905
"2146",1.799293
"2147",9.539097
"2148",7.179432
"2149",6.971589
"2150",14.26274
"2151",21.73641
"2152",5.867453
"2153",2.80856
"2154",13.90887
"2155",7.342789
"2156",1.813125
"2157",18.47081
"2158",8.74736
"2159",13.36539
"2160",13.98482
"2161",18.24928
"2162",3.101413
"2163",6.150351
"2164",5.97747
"2165",14.83659
"2166",7.72199
"2167",2.10678
"2168",3.518534
"2169",3.172425
"2170",2.266934
"2171",8.794478
"2172",7.5636
"2173",12.00194
"2174",15.64015
"2175",2.431373
"2176",17.29281
"2177",21.13934
"2178",4.462414
"2179",6.515297
"2180",7.296904
"2181",2.563452
"2182",8.287531
"2183",2.437932
"2184",11.81853
"2185",10.02202
"2186",4.731989
"2187",11.91973
"2188",16.01922
"2189",7.220079
"2190",4.454344
"2191",11.20366
"2192",9.858242
"2193",1.689999
"2194",10.52622
"2195",11.15074
"2196",8.922175
"2197",1.294635
"2198",2.168042
"2199",5.538303
"2200",7.733033
"2201",11.81544
"2202",20.72068
"2203",16.88185
"2204",1.365304
"2205",19.77218
"2206",10.59517
"2207",16.17631
"2208",10.31129
"2209",8.33073
"2210",1.891666
"2211",6.06866
"2212",7.53282
"2213",9.27204
"2214",6.725815
"2215",12.55601
"2216",20.51646
"2217",1.304537
"2218",17.15829
"2219",3.213888
"2220",11.00718
"2221",10.18298
"2222",6.693474
"2223",2.072617
"2224",3.62899
"2225",1.598975
"2226",8.161424
"2227",7.469813
"2228",6.21102
"2229",2.048055
"2230",2.123318
"2231",6.631092
"2232",9.389883
"2233",8.718999
"2234",9.372647
"2235",19.92045
"2236",5.43842
"2237",9.873195
"2238",12.03278
"2239",2.408011
"2240",7.713222
"2241",6.566149
"2242",6.281821
"2243",10.16083
"2244",10.44121
"2245",2.923404
"2246",7.930205
"2247",5.664193
"2248",3.769755
"2249",2.312021
"2250",11.96395
"2251",1.481645
"2252",4.540275
"2253",15.12639
"2254",7.994351
"2255",22.60375
"2256",9.910534
"2257",1.597599
"2258",9.254257
"2259",13.262
"2260",12.05486
"2261",8.915226
"2262",5.623623
"2263",16.31066
"2264",1.324008
"2265",20.3759
"2266",9.363006
"2267",13.51008
"2268",16.27138
"2269",5.714934
"2270",21.12911
"2271",1.875298
"2272",9.343412
"2273",6.735348
"2274",8.373701
"2275",5.998405
"2276",3.052755
"2277",11.93299
"2278",14.84017
"2279",3.83138
"2280",1.113741
"2281",3.878694
"2282",4.532646
"2283",10.49454
"2284",6.678303
"2285",3.212519
"2286",6.976028
"2287",5.288444
"2288",4.870047
"2289",9.688639
"2290",2.149435
"2291",7.035161
"2292",15.84051
"2293",1.862828
"2294",15.14561
"2295",5.902195
"2296",2.339183
"2297",15.53401
"2298",10.71719
"2299",2.668217
"2300",8.539485
"2301",8.664975
"2302",1.567389
"2303",5.18336
"2304",10.34256
"2305",3.209982
"2306",1.625652
"2307",1.201284
"2308",6.645392
"2309",16.23853
"2310",16.12056
"2311",4.157726
"2312",9.880576
"2313",5.875553
"2314",2.590681
"2315",10.47789
"2316",10.58401
"2317",1.916489
"2318",1.532436
"2319",12.7895
"2320",8.640886
"2321",9.416447
"2322",3.062161
"2323",1.524132
"2324",2.327566
"2325",1.764563
"2326",1.190018
"2327",5.599131
"2328",2.71724
"2329",3.98008
"2330",14.66848
"2331",1.932645
"2332",16.5488
"2333",22.25056
"2334",1.356734
"2335",6.207517
"2336",7.603445
"2337",7.266887
"2338",8.322733
"2339",9.961602
"2340",9.244926
"2341",3.088732
"2342",2.645653
"2343",16.41429
"2344",4.459961
"2345",5.705684
"2346",7.006647
"2347",14.56261
"2348",14.24378
"2349",4.189207
"2350",2.443144
"2351",4.95874
"2352",2.326806
"2353",6.365101
"2354",7.010649
"2355",6.908158
"2356",4.656535
"2357",8.549649
"2358",14.65682
"2359",24.26165
"2360",17.54953
"2361",10.13511
"2362",1.786765
"2363",7.685124
"2364",23.18508
"2365",8.442986
"2366",7.602068
"2367",17.4113
"2368",5.881307
"2369",8.301576
"2370",7.891654
"2371",18.62057
"2372",4.672744
"2373",18.16755
"2374",20.0119
"2375",4.060006
"2376",9.176772
"2377",1.822794
"2378",15.45104
"2379",8.399966
"2380",7.439729
"2381",11.85169
"2382",4.066766
"2383",1.1426
"2384",4.767276
"2385",1.398734
"2386",9.873117
"2387",1.034561
"2388",7.114816
"2389",8.924108
"2390",6.907426
"2391",7.869508
"2392",15.67732
"2393",12.82008
"2394",10.3665
"2395",9.060745
"2396",11.32725
"2397",11.59206
"2398",4.38777
"2399",18.11168
"2400",9.091454
"2401",5.624237
"2402",6.029814
"2403",23.91177
"2404",1.320603
"2405",12.15758
"2406",10.90461
"2407",13.0257
"2408",14.08217
"2409",13.26061
"2410",1.668767
"2411",26.90099
"2412",3.239188
"2413",9.151527
"2414",4.947213
"2415",9.074838
"2416",5.996824
"2417",4.93863
"2418",7.831837
"2419",3.545553
"2420",10.07068
"2421",4.116596
"2422",7.756546
"2423",14.17544
"2424",5.750643
"2425",5.879094
"2426",3.699808
"2427",2.579229
"2428",21.37858
"2429",3.944467
"2430",7.151009
"2431",4.14344
"2432",9.39804
"2433",5.685414
"2434",3.511593
"2435",4.075856
"2436",4.741795
"2437",7.158287
"2438",5.387532
"2439",9.204657
"2440",15.56801
"2441",15.43828
"2442",10.56862
"2443",6.89036
"2444",11.36757
"2445",14.00176
"2446",4.638114
"2447",5.358251
"2448",2.526565
"2449",1.776605
"2450",4.762508
"2451",8.612943
"2452",4.165508
"2453",5.360574
"2454",6.416264
"2455",3.924177
"2456",8.977196
"2457",23.08359
"2458",3.424062
"2459",11.84721
"2460",17.19789
"2461",14.12424
"2462",4.597088
"2463",18.80644
"2464",1.450971
"2465",3.152098
"2466",6.523366
"2467",5.318865
"2468",6.460792
"2469",19.6617
"2470",10.89627
"2471",4.529842
"2472",18.08688
"2473",8.369827
"2474",15.71625
"2475",7.833185
"2476",27.44938
"2477",11.31749
"2478",8.351399
"2479",2.942683
"2480",2.569515
"2481",11.4264
"2482",13.163
"2483",2.057502
"2484",16.49093
"2485",1.253929
"2486",1.359104
"2487",21.56869
"2488",19.56364
"2489",6.081227
"2490",11.21716
"2491",1.740498
"2492",3.304515
"2493",6.023347
"2494",3.986525
"2495",2.857213
"2496",8.187262
"2497",19.42268
"2498",13.9749
"2499",5.73054
"2500",4.444135
"2501",3.662342
"2502",3.084418
"2503",18.34717
"2504",2.293413
"2505",11.16386
"2506",4.380312
"2507",8.096457
"2508",21.20428
"2509",14.70766
"2510",5.186633
"2511",12.00677
"2512",4.733989
"2513",19.70229
"2514",9.543016
"2515",10.06945
"2516",13.25623
"2517",13.08183
"2518",10.6052
"2519",10.78369
"2520",5.14486
"2521",1.453022
"2522",3.59353
"2523",7.150962
"2524",14.74415
"2525",16.08074
"2526",16.26349
"2527",14.74297
"2528",11.32383
"2529",7.83307
"2530",1.773271
"2531",5.001663
"2532",9.38783
"2533",9.396957
"2534",19.95038
"2535",8.631838
"2536",10.8378
"2537",5.27717
"2538",4.10653
"2539",24.84802
"2540",8.443528
"2541",13.33383
"2542",11.31189
"2543",16.76542
"2544",10.85354
"2545",5.72421
"2546",2.317456
"2547",2.840185
"2548",5.63355
"2549",14.60884
"2550",14.75827
"2551",12.62769
"2552",6.38998
"2553",9.521766
"2554",8.642257
"2555",5.760318
"2556",16.05802
"2557",7.431055
"2558",10.56737
"2559",9.570397
"2560",2.407697
"2561",3.962302
"2562",16.43691
"2563",10.92718
"2564",11.18714
"2565",9.349363
"2566",2.911327
"2567",5.855481
"2568",3.02742
"2569",5.638782
"2570",15.37783
"2571",3.857792
"2572",13.57249
"2573",3.048345
"2574",11.62262
"2575",19.49059
"2576",1.273256
"2577",2.871903
"2578",10.45425
"2579",23.28091
"2580",3.636783
"2581",2.149118
"2582",4.283128
"2583",7.571234
"2584",8.83974
"2585",10.86612
"2586",12.38916
"2587",1.598259
"2588",4.83659
"2589",28.31146
"2590",5.317775
"2591",1.295137
"2592",14.70737
"2593",7.863565
"2594",9.321719
"2595",4.561449
"2596",4.278123
"2597",4.674127
"2598",2.912281
"2599",7.896421
"2600",5.115763
"2601",3.911083
"2602",5.096104
"2603",2.277916
"2604",11.30129
"2605",33.6803
"2606",16.15713
"2607",2.976407
"2608",3.235443
"2609",13.59261
"2610",8.808902
"2611",4.560311
"2612",20.86192
"2613",20.5032
"2614",11.92723
"2615",8.116071
"2616",7.490867
"2617",5.848803
"2618",7.283366
"2619",2.240146
"2620",1.671807
"2621",10.35779
"2622",22.52336
"2623",15.84313
"2624",4.434036
"2625",6.318781
"2626",17.18815
"2627",2.14479
"2628",9.19773
"2629",11.21368
"2630",5.213752
"2631",11.70321
"2632",7.2247
"2633",4.548296
"2634",19.2087
"2635",4.087832
"2636",1.177776
"2637",3.079288
"2638",7.116216
"2639",7.735821
"2640",4.473582
"2641",4.926111
"2642",16.22394
"2643",13.05964
"2644",20.87922
"2645",4.078283
"2646",3.284958
"2647",5.645298
"2648",22.7117
"2649",14.7094
"2650",17.02059
"2651",18.81173
"2652",12.29093
"2653",13.02429
"2654",15.49078
"2655",5.962119
"2656",3.831822
"2657",7.374499
"2658",8.980916
"2659",16.05745
"2660",20.7012
"2661",7.646165
"2662",7.704545
"2663",3.767302
"2664",2.560691
"2665",5.095356
"2666",9.231083
"2667",16.69091
"2668",8.249394
"2669",14.11275
"2670",11.70988
"2671",10.33785
"2672",10.81182
"2673",6.864699
"2674",4.745801
"2675",3.613493
"2676",6.830372
"2677",14.1842
"2678",17.16447
"2679",4.297488
"2680",9.345696
"2681",3.924965
"2682",2.555762
"2683",9.747138
"2684",10.92044
"2685",17.05378
"2686",3.998314
"2687",18.76931
"2688",14.09379
"2689",12.00591
"2690",14.56715
"2691",3.263347
"2692",9.147346
"2693",2.942297
"2694",2.357852
"2695",21.97517
"2696",8.249104
"2697",7.232429
"2698",3.895892
"2699",2.440105
"2700",26.91021
"2701",2.110607
"2702",11.62388
"2703",21.06092
"2704",21.47001
"2705",4.534691
"2706",6.209949
"2707",22.11529
"2708",2.771756
"2709",10.33427
"2710",7.852216
"2711",10.03423
"2712",2.93932
"2713",1.20533
"2714",10.42906
"2715",12.674
"2716",14.26858
"2717",2.504861
"2718",10.45843
"2719",34.49234
"2720",5.799375
"2721",14.36438
"2722",2.017622
"2723",9.643609
"2724",9.373591
"2725",16.22349
"2726",1.481935
"2727",14.8386
"2728",18.76373
"2729",6.101406
"2730",18.4468
"2731",9.548023
"2732",2.664026
"2733",9.621889
"2734",11.09994
"2735",12.7637
"2736",3.115729
"2737",31.44123
"2738",9.213435
"2739",6.358996
"2740",7.097053
"2741",8.081693
"2742",3.590398
"2743",5.257695
"2744",1.005104
"2745",6.165028
"2746",8.752114
"2747",9.882614
"2748",3.657847
"2749",4.72236
"2750",8.386574
"2751",14.6317
"2752",14.55
"2753",10.90922
"2754",1.302103
"2755",1.940789
"2756",15.88445
"2757",2.970609
"2758",11.00328
"2759",5.21614
"2760",8.813715
"2761",13.04025
"2762",21.29638
"2763",4.86918
"2764",5.145314
"2765",2.348003
"2766",9.197686
"2767",7.816759
"2768",3.230823
"2769",4.655119
"2770",8.931572
"2771",6.611696
"2772",7.778058
"2773",6.247141
"2774",8.920338
"2775",20.44277
"2776",7.626943
"2777",2.326316
"2778",2.142469
"2779",7.233075
"2780",23.49138
"2781",2.086344
"2782",4.008932
"2783",11.38257
"2784",13.25185
"2785",5.733719
"2786",11.9008
"2787",3.08219
"2788",4.538742
"2789",8.525122
"2790",2.09202
"2791",9.312768
"2792",1.578151
"2793",4.01663
"2794",10.70081
"2795",7.890442
"2796",15.68627
"2797",11.5365
"2798",10.88054
"2799",4.198245
"2800",15.37432
"2801",6.435125
"2802",5.377803
"2803",11.98109
"2804",4.418665
"2805",26.14972
"2806",9.104003
"2807",3.932102
"2808",2.473299
"2809",9.8256
"2810",8.475773
"2811",14.14568
"2812",7.62689
"2813",6.833364
"2814",3.250618
"2815",9.820347
"2816",3.488459
"2817",13.21976
"2818",2.758928
"2819",15.91192
"2820",17.30249
"2821",18.1201
"2822",26.06474
"2823",5.018901
"2824",6.053801
"2825",1.669639
"2826",11.40214
"2827",33.19612
"2828",2.438513
"2829",2.235315
"2830",5.107455
"2831",13.79595
"2832",2.068518
"2833",2.866331
"2834",7.368353
"2835",10.30326
"2836",15.49592
"2837",15.19686
"2838",14.91488
"2839",14.17125
"2840",16.96026
"2841",1.616979
"2842",17.31427
"2843",3.983529
"2844",25.43027
"2845",5.911652
"2846",1.479514
"2847",1.25577
"2848",15.85633
"2849",3.903228
"2850",14.9206
"2851",15.09343
"2852",10.52332
"2853",2.343134
"2854",14.71579
"2855",8.462764
"2856",3.319565
"2857",4.557348
"2858",13.48223
"2859",8.635904
"2860",11.44954
"2861",12.51669
"2862",6.811035
"2863",12.35438
"2864",2.224168
"2865",11.69113
"2866",20.25956
"2867",6.979037
"2868",19.46465
"2869",2.415421
"2870",16.53338
"2871",13.14021
"2872",1.964781
"2873",11.37064
"2874",2.558218
"2875",7.269016
"2876",1.426775
"2877",3.80496
"2878",12.57306
"2879",11.76752
"2880",1.690026
"2881",4.91638
"2882",9.873648
"2883",6.971251
"2884",9.112126
"2885",3.033303
"2886",3.211508
"2887",11.88029
"2888",9.062033
"2889",5.951276
"2890",11.36049
"2891",18.44164
"2892",11.94952
"2893",5.623084
"2894",27.47595
"2895",11.75829
"2896",3.346632
"2897",10.15472
"2898",4.120579
"2899",2.54657
"2900",6.623366
"2901",9.710957
"2902",11.73089
"2903",12.64925
"2904",6.580765
"2905",11.72569
"2906",4.143229
"2907",8.032262
"2908",18.03946
"2909",4.245048
"2910",8.894523
"2911",2.847771
"2912",18.61815
"2913",4.351173
"2914",4.806626
"2915",10.05766
"2916",5.140738
"2917",17.21579
"2918",4.984488
"2919",2.414
"2920",24.94225
"2921",1.887597
"2922",4.154665
"2923",10.42248
"2924",5.65315
"2925",2.647286
"2926",10.573
"2927",10.36378
"2928",5.814507
"2929",19.94322
"2930",2.459304
"2931",5.877819
"2932",3.850863
"2933",17.62624
"2934",2.735806
"2935",5.131207
"2936",11.25684
"2937",10.52866
"2938",8.596278
"2939",5.606293
"2940",18.67357
"2941",10.91791
"2942",7.33513
"2943",24.79814
"2944",10.31681
"2945",2.395742
"2946",9.102322
"2947",1.60558
"2948",26.10713
"2949",8.450712
"2950",12.3548
"2951",4.892174
"2952",2.586551
"2953",9.175977
"2954",6.311363
"2955",3.226415
"2956",2.980706
"2957",6.783568
"2958",4.109741
"2959",3.479316
"2960",23.38469
"2961",14.10279
"2962",4.61822
"2963",1.474087
"2964",7.874401
"2965",2.885895
"2966",19.48432
"2967",1.203982
"2968",4.073125
"2969",4.784022
"2970",11.66425
"2971",1.063338
"2972",1.070145
"2973",9.664222
"2974",3.921335
"2975",7.610924
"2976",5.527407
"2977",8.11277
"2978",1.923729
"2979",3.542704
"2980",4.192662
"2981",16.61624
"2982",14.91353
"2983",3.817742
"2984",14.48515
"2985",19.39623
"2986",3.367927
"2987",10.77389
"2988",10.1408
"2989",13.33556
"2990",10.99657
"2991",6.470869
"2992",9.079335
"2993",17.13675
"2994",2.011058
"2995",12.48694
"2996",4.082591
"2997",9.022068
"2998",13.99745
"2999",1.14019
"3000",23.81965
"3001",1.31809
"3002",20.52789
"3003",14.86128
"3004",3.402225
"3005",3.160399
"3006",9.658761
"3007",13.92306
"3008",3.381603
"3009",7.218929
"3010",7.244015
"3011",4.072959
"3012",15.98922
"3013",2.337769
"3014",7.816831
"3015",5.493065
"3016",3.606976
"3017",24.09793
"3018",11.32392
"3019",8.06514
"3020",3.30098
"3021",6.418936
"3022",8.052952
"3023",9.688409
"3024",22.05456
"3025",4.164919
"3026",7.518447
"3027",6.602711
"3028",19.48354
"3029",14.55246
"3030",9.517804
"3031",1.649887
"3032",14.69884
"3033",3.260154
"3034",15.05177
"3035",9.564915
"3036",15.10612
"3037",11.12611
"3038",14.40375
"3039",9.121337
"3040",1.11588
"3041",13.61148
"3042",7.283667
"3043",6.246694
"3044",5.682535
"3045",4.51753
"3046",4.723073
"3047",3.656765
"3048",1.347728
"3049",13.19063
"3050",6.186286
"3051",3.922369
"3052",13.21733
"3053",9.938448
"3054",12.12501
"3055",15.10828
"3056",12.18592
"3057",17.95225
"3058",19.78766
"3059",8.152935
"3060",5.402848
"3061",6.106821
"3062",6.463724
"3063",8.285158
"3064",17.7076
