"","Children","Age","Income","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Port_modem","Tablet","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","Tenure","MonthlyCharge","Bandwidth_GB_Year","Timely_Response","Timely_Fixes","Timely_Replacements","Reliability","Options","Respectful_Response","Courteous_Exchange","Active_Listening","Area_Rural","Area_Suburban","Area_Urban","Contract_Month_To_Month","Contract_OneYear","Contract_TwoYear","Gender_Female","Gender_Male","Gender_Nonbinary","InternetService_DSL","InternetService_FiberOptic","InternetService_None"
"785",3,76,6315.61,7.590769,7,0,1,0,0,1,0,1,1,0,1,0,1,1,1,9.38517,255.1555,1461.269401,4,4,4,3,4,3,3,5,0,1,0,0,0,1,1,0,0,0,1,0
"786",2,74,36966.64,8.401275,11,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1.37258,187.656,680.4074741,2,4,4,3,5,2,2,2,0,1,0,0,1,0,0,1,0,0,0,1
"787",4,18,18377.18,13.42037,7,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1.84687,137.4872,464.4350832,3,3,3,4,4,3,3,4,1,0,0,0,0,1,1,0,0,0,1,0
"788",2,76,20382.46,9.545723,11,2,0,0,0,1,1,1,1,1,1,0,0,1,1,16.12971,197.484,2275.291432,3,3,3,3,4,2,3,2,1,0,0,1,0,0,0,1,0,1,0,0
"789",3,21,14527.8,9.976783,12,2,0,1,0,1,1,0,0,0,0,1,1,1,0,13.05373,220.1185,1761.265371,2,2,2,3,4,2,1,3,0,0,1,1,0,0,0,1,0,0,1,0
"790",10,63,18129.29,12.06529,17,1,0,0,0,0,1,0,0,0,1,0,1,0,0,25.10781,149.9621,2646.099689,3,3,3,3,5,4,4,4,0,0,1,1,0,0,0,1,0,0,1,0
"791",1,38,52374.17,12.83511,14,2,1,0,0,0,1,1,0,0,1,0,1,1,1,6.652608,252.6378,1225.184798,3,3,3,4,4,3,1,4,0,0,1,0,0,1,1,0,0,0,1,0
"792",9,21,33765.05,7.328353,11,2,1,1,0,0,1,1,0,1,1,0,0,1,1,2.82818,182.49,1092.512913,3,2,4,3,4,3,4,3,1,0,0,1,0,0,0,1,0,0,0,1
"793",1,77,15205.14,15.12772,12,2,0,0,0,1,1,1,0,1,1,1,1,1,0,6.71156,255.1665,1200.461726,2,3,2,4,4,3,3,4,1,0,0,0,0,1,1,0,0,0,0,1
"794",2,55,10487.07,9.235801,17,1,0,0,0,0,0,1,0,0,0,1,1,1,1,3.700985,252.624,924.6142337,4,3,4,3,4,3,4,5,0,1,0,1,0,0,0,1,0,0,1,0
"795",0,45,25280.79,12.03055,10,0,1,0,1,1,1,0,0,0,0,0,0,1,0,17.26451,127.4421,2082.052634,5,5,4,3,2,4,4,3,0,1,0,0,0,1,0,1,0,1,0,0
"796",3,50,70321.71,12.99114,10,0,1,0,1,0,1,0,1,1,1,1,1,0,0,4.617824,187.4847,967.8404944,3,4,4,2,3,2,4,3,0,1,0,1,0,0,0,1,0,0,1,0
"797",2,19,58988.72,12.18282,12,1,0,1,1,0,0,0,1,1,0,1,1,0,1,7.238006,154.9618,1495.619695,4,3,5,4,3,5,4,2,1,0,0,0,0,1,0,0,1,1,0,0
"798",4,25,80674.2,11.83935,12,0,1,0,1,0,1,1,0,0,1,0,1,1,1,10.06395,220.1615,1686.732783,3,3,3,4,3,2,3,3,1,0,0,0,0,1,0,1,0,0,0,1
"799",2,66,67090.95,16.16998,19,1,0,1,0,0,1,1,1,0,0,0,0,0,0,22.12945,147.4783,2047.373281,3,4,3,4,3,4,4,3,0,1,0,0,1,0,0,1,0,0,1,0
"800",1,83,18549.91,15.31929,10,0,0,0,0,1,1,1,0,0,0,0,1,1,1,8.377189,240.1149,1133.808688,4,4,3,4,2,6,5,5,1,0,0,0,1,0,1,0,0,0,1,0
"801",1,38,18967.02,8.659247,11,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1.989684,217.484,714.7114049,4,5,4,4,4,3,4,4,0,1,0,0,1,0,1,0,0,0,1,0
"802",3,76,57675.63,12.84399,14,1,0,1,0,0,1,1,0,0,1,1,0,1,1,17.55759,184.9797,2258.203171,4,3,3,2,4,3,2,5,0,1,0,1,0,0,0,1,0,1,0,0
"803",1,51,48969.64,9.289829,11,0,0,1,1,1,1,0,0,0,0,0,0,1,0,15.2198,147.4421,1429.845787,5,5,5,3,3,3,3,1,1,0,0,1,0,0,1,0,0,0,1,0
"804",0,73,108960.7,8.92923,13,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1.387769,159.9656,617.6429974,3,3,2,4,4,3,4,3,0,0,1,1,0,0,1,0,0,1,0,0
"805",4,51,18347.2,11.30999,11,1,0,0,1,1,1,1,0,0,1,0,1,1,1,10.39542,220.1615,1581.59431,3,2,2,4,3,4,3,3,0,1,0,0,1,0,1,0,0,0,0,1
"806",5,53,20473.21,16.84547,16,0,0,0,1,0,1,1,1,0,1,0,1,0,0,7.359812,152.509,1170.830123,4,3,4,4,4,4,5,3,0,1,0,0,1,0,1,0,0,0,0,1
"807",1,43,52633.73,12.48083,14,0,0,0,1,0,1,1,0,1,0,1,1,0,1,9.499599,172.4733,1193.771492,3,3,3,5,3,5,4,4,1,0,0,0,0,1,1,0,0,0,0,1
"808",2,64,38850.73,11.92649,12,0,1,0,0,0,1,1,0,1,1,0,1,1,1,10.22422,255.1336,2017.913692,5,5,5,4,4,5,4,4,0,1,0,1,0,0,0,1,0,1,0,0
"809",0,54,5676.28,7.427575,12,1,0,1,1,0,1,1,1,1,0,0,1,1,0,2.945436,265.1283,922.2317794,4,4,4,4,3,3,4,3,0,1,0,0,1,0,1,0,0,0,1,0
"810",3,64,23584.78,7.88571,9,1,1,0,0,0,1,1,1,1,1,1,1,0,1,23.22012,199.9902,2884.562817,3,4,4,4,5,4,5,4,0,1,0,0,0,1,1,0,0,1,0,0
"811",3,51,31246.64,11.28384,11,0,0,0,1,0,1,0,0,0,0,0,1,1,0,14.60084,207.6094,1738.296024,4,3,3,4,4,4,3,4,1,0,0,0,0,1,1,0,0,0,1,0
"812",1,76,28125.61,6.185,8,2,0,0,0,0,0,1,1,0,1,1,1,0,1,16.15139,197.4945,1696.96925,3,4,3,2,3,3,2,4,1,0,0,1,0,0,1,0,0,0,1,0
"813",2,72,20465.98,10.10886,10,1,1,0,0,0,1,0,0,0,0,1,0,1,1,8.257765,127.475,825.6485531,7,4,6,2,5,5,4,4,0,1,0,1,0,0,1,0,0,0,0,1
"814",1,81,22540.94,5.269672,14,0,0,0,0,1,1,0,0,0,0,0,0,1,0,7.193929,127.4421,1087.358783,2,2,2,6,2,5,5,3,0,1,0,0,0,1,1,0,0,1,0,0
"815",0,60,21497.29,12.15104,13,0,1,0,0,0,1,1,0,0,1,0,1,1,1,8.527084,252.6378,1322.914498,4,5,4,1,4,4,4,5,0,1,0,0,0,1,0,1,0,0,1,0
"816",1,24,24700.6,6.162241,12,0,0,0,0,0,1,0,1,0,0,1,1,0,0,11.84082,152.466,1318.102379,6,7,7,3,4,4,4,4,0,1,0,0,0,1,0,0,1,0,1,0
"817",2,72,34257.36,11.78093,9,1,0,0,0,1,1,1,0,1,1,0,1,0,1,16.57284,204.9634,1836.91871,3,4,3,4,4,3,3,3,0,0,1,0,1,0,0,1,0,0,1,0
"818",0,60,66664.82,3.27964,13,0,0,0,1,0,1,1,1,0,1,1,1,1,1,11.38275,267.6647,1636.428296,3,4,3,5,2,5,4,3,0,0,1,1,0,0,0,1,0,0,1,0
"819",4,87,34193.65,10.67666,10,1,0,0,1,0,1,1,0,1,0,0,0,0,1,13.09427,147.4564,1732.048832,4,4,4,4,3,3,4,1,0,1,0,1,0,0,0,1,0,1,0,0
"820",1,52,80678.93,4.509935,15,3,0,0,0,0,1,0,0,1,1,0,1,0,1,9.30555,172.4579,1204.289565,5,4,4,4,4,4,3,4,1,0,0,1,0,0,0,1,0,0,1,0
"821",3,73,25946,11.44963,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10.51089,92.45514,1287.261282,4,4,5,4,3,3,3,3,1,0,0,0,0,1,1,0,0,1,0,0
"822",0,87,18914.81,9.22053,14,3,1,0,1,0,1,1,1,0,0,0,0,0,1,18.47356,127.4783,2030.890872,4,5,3,3,3,4,4,4,1,0,0,1,0,0,0,1,0,1,0,0
"823",0,36,63735.08,8.63279,9,0,2,0,0,0,1,0,1,0,1,0,1,0,0,14.62117,120.0035,1595.672481,3,2,2,3,5,3,3,3,0,1,0,0,1,0,1,0,0,0,0,1
"824",2,83,51380.67,12.22851,5,3,1,0,0,0,1,0,1,1,0,0,0,1,1,4.833414,172.4555,673.8697136,3,3,4,3,3,3,2,2,1,0,0,1,0,0,1,0,0,0,1,0
"825",0,52,8716.91,10.37839,15,0,0,0,1,1,1,0,0,1,0,1,0,1,1,12.55315,182.447,1357.88248,3,4,2,4,3,4,3,4,1,0,0,1,0,0,0,1,0,0,1,0
"826",2,80,44055.54,2.874643,16,1,0,0,0,0,1,0,0,1,0,0,1,1,0,7.837878,230.1051,1152.27854,3,3,3,5,2,4,5,4,1,0,0,1,0,0,1,0,0,0,1,0
"827",0,50,17442.95,6.80751,11,0,0,0,1,1,1,0,1,0,1,0,1,1,1,4.845811,222.65,1057.31768,2,3,2,3,3,3,4,4,0,1,0,1,0,0,0,1,0,0,1,0
"828",3,21,92155.37,12.97945,5,2,0,0,1,1,1,1,0,1,0,0,1,0,1,11.55831,192.4404,1538.887965,3,3,2,3,4,3,4,4,1,0,0,1,0,0,0,1,0,0,1,0
"829",0,64,14921.92,12.52668,12,1,1,0,0,0,1,0,1,0,0,1,1,0,0,10.93329,152.466,1167.924948,4,4,4,3,3,4,3,5,0,1,0,1,0,0,0,1,0,0,1,0
"830",0,47,3004.46,6.597598,14,0,0,0,0,0,1,0,1,1,0,0,0,1,0,3.157767,172.4555,675.3184526,3,2,4,3,5,2,2,4,0,1,0,0,0,1,0,1,0,0,1,0
"831",4,65,9612.82,9.329583,7,0,0,0,1,0,1,0,0,0,1,0,0,0,1,12.57563,124.9781,1185.107111,3,4,3,6,2,5,7,4,1,0,0,1,0,0,1,0,0,0,1,0
"832",2,32,58157.76,12.76234,13,1,1,0,0,0,1,1,0,0,0,0,1,0,1,11.47008,169.9447,1323.764927,4,3,3,4,2,3,5,4,0,0,1,0,1,0,1,0,0,0,1,0
"833",0,23,23706.3,7.834846,15,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3.631024,112.4551,463.9097938,2,1,2,6,2,4,3,5,0,0,1,1,0,0,0,1,0,0,1,0
"834",3,55,30493.16,11.09531,13,2,0,0,0,0,0,0,0,0,0,1,1,1,1,27.0293,220.1185,2794.920011,3,2,3,4,2,4,5,4,1,0,0,1,0,0,0,1,0,0,1,0
"835",0,67,24322.78,15.02079,8,3,0,0,1,1,1,0,0,0,1,1,0,1,1,15.97096,152.4742,1993.401196,5,5,4,4,2,5,5,4,0,0,1,1,0,0,0,1,0,1,0,0
"836",3,61,68284.56,6.101071,10,0,0,0,1,0,1,1,0,0,0,1,0,0,0,8.0239,157.4698,867.8924387,4,4,4,3,3,5,4,4,0,1,0,1,0,0,0,1,0,0,1,0
"837",1,37,27803.88,11.33707,6,1,0,0,0,0,1,1,0,1,0,1,1,0,1,9.546909,204.9496,1264.373724,4,4,5,4,4,5,4,4,0,0,1,0,0,1,0,1,0,0,1,0
"838",3,73,43334.45,7.681019,12,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1.462471,169.9447,447.1773574,4,5,6,3,4,5,2,4,1,0,0,0,1,0,0,1,0,0,1,0
"839",7,21,63171.36,12.77256,9,1,0,0,0,0,1,1,0,0,0,1,1,0,1,8.24734,162.4538,1667.506374,3,4,3,3,3,3,4,3,0,1,0,0,0,1,1,0,0,1,0,0
"840",4,49,52931.37,11.35043,7,1,0,0,1,0,1,0,1,1,0,0,0,1,1,10.8754,152.4555,1837.760704,3,3,4,4,3,4,5,5,0,1,0,1,0,0,0,1,0,1,0,0
"841",0,55,13002.99,11.39269,8,1,0,0,0,0,1,0,1,0,0,0,1,0,0,5.602813,139.9568,756.3419475,4,4,3,3,4,2,4,5,0,0,1,1,0,0,0,1,0,0,1,0
"842",4,41,14834.59,8.868239,8,1,1,0,1,0,1,0,1,1,1,1,1,1,0,4.646695,237.6549,1658.402714,3,3,2,4,3,4,2,6,0,1,0,0,0,1,1,0,0,1,0,0
"843",1,40,11923.86,6.889062,16,1,1,0,1,0,1,0,0,0,1,1,0,0,1,19.6274,137.4872,1756.84915,3,2,4,2,4,3,4,4,0,1,0,1,0,0,1,0,0,0,1,0
"844",1,41,12005.02,7.580987,13,0,0,0,1,0,1,0,0,0,1,0,0,1,1,13.49323,127.4887,1406.307337,3,3,4,5,4,4,4,5,0,1,0,0,0,1,1,0,0,0,0,1
"845",2,32,31540.93,9.653612,5,0,0,1,1,0,1,0,0,0,0,0,0,1,0,12.69289,114.9658,1398.161322,4,4,6,4,4,5,4,4,1,0,0,1,0,0,0,1,0,0,0,1
"846",2,72,5092.67,8.059068,11,0,1,0,0,0,1,0,0,0,1,0,1,1,1,14.34935,187.656,1750.253059,2,3,1,4,3,3,2,3,0,1,0,1,0,0,0,1,0,0,0,1
"847",0,83,14973.52,8.226403,10,1,0,0,0,0,1,1,0,0,1,1,1,0,1,7.881289,174.9768,1303.89059,4,3,3,4,4,4,4,4,0,1,0,1,0,0,1,0,0,1,0,0
"848",1,82,44312.5,11.00923,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12.47148,147.4421,1103.016586,5,4,5,4,4,4,4,4,1,0,0,0,0,1,1,0,0,0,1,0
"849",0,49,34797.6,11.76312,9,1,1,0,1,0,1,1,0,1,1,0,0,1,0,12.89076,214.9663,1548.154792,4,3,3,3,5,3,1,3,1,0,0,1,0,0,0,1,0,0,1,0
"850",5,48,54794.23,2.747035,13,0,1,0,0,0,1,1,0,1,1,1,0,1,1,6.915354,227.4754,1137.782472,3,4,3,3,4,4,3,4,1,0,0,0,0,1,1,0,0,0,1,0
"851",3,82,45288.02,12.2307,9,0,2,1,1,1,1,1,0,1,0,0,0,1,1,12.23126,169.9671,1393.130581,3,3,3,3,4,3,3,4,0,0,1,0,0,1,0,1,0,0,0,1
"852",4,65,13925.38,11.32795,11,0,0,1,0,0,1,1,1,1,1,1,1,0,1,7.467093,219.9902,1254.859385,4,4,4,2,4,3,4,3,0,1,0,1,0,0,0,1,0,0,1,0
"853",1,22,17241.1,9.959938,13,2,1,0,0,1,1,1,0,1,1,1,1,0,1,16.42222,217.4725,1962.047024,3,3,4,3,5,2,3,1,0,1,0,0,0,1,0,1,0,0,1,0
"854",0,20,6528.33,5.902462,17,1,0,0,0,0,1,1,1,1,1,1,1,0,1,17.53363,199.9902,2517.584249,4,4,2,3,4,3,4,3,0,0,1,1,0,0,0,1,0,1,0,0
"855",0,24,29604.72,10.56558,12,1,2,0,0,0,1,1,0,0,0,1,1,0,0,9.453234,182.4538,1174.54568,6,6,5,5,4,5,4,3,1,0,0,1,0,0,0,1,0,0,1,0
"856",9,80,6548.73,8.870546,13,3,1,1,1,0,1,1,0,1,0,0,0,0,0,16.93921,167.4564,1810.474782,3,4,3,4,2,3,4,3,0,1,0,0,0,1,0,1,0,0,1,0
"857",4,44,13029.09,4.575379,9,1,0,0,0,0,0,1,1,1,0,0,1,0,0,10.16511,174.9581,1821.752133,2,3,3,3,5,3,2,3,0,0,1,0,0,1,1,0,0,1,0,0
"858",3,74,6932.32,8.665467,15,1,0,0,1,0,1,1,0,0,1,1,1,1,0,9.417302,245.147,1860.127661,3,3,3,3,4,2,4,2,0,1,0,1,0,0,0,1,0,1,0,0
"859",1,39,43859.06,10.99491,9,1,3,0,0,1,1,0,0,0,1,0,0,1,1,3.294082,159.965,577.1681107,2,3,3,4,5,3,2,3,0,1,0,0,0,1,1,0,0,0,1,0
"860",1,35,33138.54,7.197275,10,0,0,0,1,0,1,1,0,1,0,1,0,0,1,4.273105,147.4893,678.2257258,4,4,4,2,4,2,2,4,0,0,1,1,0,0,0,1,0,0,0,1
"861",3,76,34492.59,6.850694,12,0,0,0,0,0,1,1,0,0,1,1,0,1,1,12.24574,184.9797,1822.961538,4,3,4,3,4,4,3,4,0,0,1,0,1,0,0,1,0,1,0,0
"862",1,56,1722.01,5.672009,9,1,1,0,0,0,1,1,1,0,0,0,0,0,0,15.38202,147.4783,1414.219141,2,2,3,4,3,4,3,3,1,0,0,0,0,1,1,0,0,0,1,0
"863",3,59,10121.11,10.67622,12,1,1,0,1,0,1,0,0,1,0,1,1,1,1,11.05993,242.6143,1567.299499,2,2,3,3,5,3,4,2,0,1,0,0,0,1,0,1,0,0,1,0
"864",0,63,59871.53,11.64537,15,2,0,0,0,0,1,1,1,1,1,0,0,0,1,10.92196,182.497,1256.45775,2,3,4,3,4,5,3,3,0,1,0,1,0,0,0,1,0,0,1,0
"865",2,51,20697.37,11.27574,13,2,1,0,1,0,1,0,1,0,0,0,1,0,0,9.561875,107.4806,1108.368947,3,2,3,2,3,3,5,4,0,1,0,1,0,0,1,0,0,0,0,1
"866",1,27,49071.14,10.5775,14,2,1,0,0,1,1,0,0,1,0,0,0,1,1,4.899911,169.9378,756.9340947,5,4,4,4,3,5,4,7,0,1,0,0,1,0,1,0,0,0,1,0
"867",3,55,42972.18,10.17557,7,0,1,0,1,1,1,0,0,0,0,1,0,1,1,6.842584,139.9512,1209.707399,4,3,4,2,5,2,2,4,0,0,1,0,1,0,1,0,0,1,0,0
"868",0,53,13230.67,12.05681,11,2,0,0,1,0,1,0,0,0,0,1,1,0,1,3.326476,149.9483,505.5009987,4,4,4,5,5,2,3,4,0,0,1,1,0,0,0,1,0,0,1,0
"869",1,56,55794.29,7.619574,8,0,0,1,0,1,1,0,0,0,1,0,0,0,1,13.8101,104.9781,1636.905029,4,4,4,3,3,4,4,5,1,0,0,0,0,1,1,0,0,1,0,0
"870",0,46,13360.17,14.75288,12,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1.602966,137.4836,792.9175185,3,4,4,4,4,4,3,4,0,1,0,0,0,1,0,1,0,1,0,0
"871",4,54,32987.01,12.62145,7,3,0,0,1,1,1,1,0,1,0,0,1,1,1,2.089917,230.1344,900.0678019,4,5,5,5,3,4,4,3,1,0,0,1,0,0,1,0,0,0,0,1
"872",2,44,86896.2,8.212326,14,1,1,0,1,1,1,0,0,0,1,0,0,1,0,9.349103,127.4887,1087.694968,4,3,3,3,3,4,4,4,1,0,0,1,0,0,1,0,0,0,0,1
"873",4,67,123891.9,11.74163,8,1,1,0,0,0,1,0,1,1,1,0,1,0,1,9.25677,174.9755,1318.670361,3,3,4,5,4,3,1,5,0,1,0,1,0,0,0,1,0,0,1,0
"874",1,31,31715.37,10.77811,14,0,0,0,0,0,1,1,1,1,0,0,1,0,1,10.24306,162.4818,1364.913066,3,3,3,5,3,2,3,4,0,0,1,0,0,1,1,0,0,0,0,1
"875",0,31,37734.22,16.64886,12,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1.868309,245.1457,922.5780039,4,4,4,3,4,3,2,4,0,0,1,1,0,0,1,0,0,0,1,0
"876",4,72,74252.79,9.091339,9,1,0,0,0,0,1,0,0,1,0,0,0,1,1,5.787415,169.9378,856.755649,3,4,5,3,4,3,3,4,0,1,0,0,0,1,0,1,0,0,1,0
"877",4,82,16149.85,10.01143,15,3,0,0,0,0,1,0,0,1,1,0,0,1,0,6.548905,149.9845,889.2239784,3,4,4,3,2,3,4,3,0,0,1,1,0,0,1,0,0,0,0,1
"878",0,65,34356.62,8.70624,9,2,0,0,1,0,1,1,1,0,0,0,0,1,1,7.012788,182.4653,910.135775,4,4,5,4,3,4,3,5,0,0,1,0,0,1,0,1,0,0,1,0
"879",4,71,103306.6,11.73966,13,3,0,0,1,0,1,1,0,0,0,1,0,1,1,8.58684,192.4567,1071.697033,2,2,3,3,4,3,4,1,1,0,0,0,0,1,0,1,0,0,1,0
"880",3,70,58836.68,13.62664,15,0,1,1,1,0,1,0,0,1,1,0,1,1,0,6.971589,210.1518,1277.067543,3,4,5,4,4,4,3,3,1,0,0,1,0,0,0,1,0,0,0,1
"881",1,75,23086.45,7.483489,13,0,0,0,0,1,1,0,0,0,0,0,0,1,1,14.26274,114.9658,1355.025651,5,5,5,5,3,5,5,4,0,1,0,0,0,1,0,1,0,0,0,1
"882",0,60,12100.28,7.683526,12,3,0,0,0,0,1,1,0,0,0,0,0,0,0,5.867453,124.9607,929.0075954,3,2,2,3,5,3,3,4,0,1,0,0,1,0,1,0,0,1,0,0
"883",7,69,26803.44,7.024192,14,2,0,0,0,1,0,0,1,0,0,1,1,1,1,19.77964,222.6362,2353.339235,5,5,4,4,4,5,5,4,0,1,0,0,0,1,0,1,0,0,1,0
"884",3,67,5099.11,18.40676,9,0,0,0,0,1,1,0,0,0,1,0,1,1,1,17.2501,187.656,2035.111954,2,2,1,4,2,3,2,2,0,0,1,1,0,0,0,1,0,0,0,1
"885",8,80,43620.71,10.92788,13,0,2,1,1,1,1,1,0,1,1,0,1,1,1,13.98482,275.1336,2044.80443,3,3,4,4,3,4,4,3,1,0,0,0,0,1,0,1,0,0,1,0
"886",0,35,38418.96,11.41893,9,0,0,0,1,0,1,1,1,0,0,0,0,0,0,5.97747,127.4783,1177.477272,3,4,3,4,3,4,3,4,0,1,0,0,1,0,0,1,0,1,0,0
"887",1,36,69960.26,10.80515,10,0,0,0,0,0,1,0,0,1,0,1,1,1,0,14.83659,222.6143,2304.085004,3,3,4,3,3,3,4,4,0,1,0,0,1,0,0,1,0,1,0,0
"888",7,82,43098.2,9.071716,13,2,0,1,1,0,1,0,1,0,0,0,1,1,1,3.518534,210.127,973.9939163,3,3,3,6,1,4,4,4,1,0,0,1,0,0,0,1,0,0,1,0
"889",0,61,35388.48,8.587338,10,2,1,1,1,0,1,1,1,0,1,1,0,0,0,3.172425,172.5104,456.0822503,6,5,6,4,3,6,5,5,0,1,0,0,0,1,1,0,0,0,1,0
"890",2,61,13138.02,12.50981,15,2,0,0,1,1,1,0,0,0,1,0,1,1,0,7.5636,187.656,1183.25467,4,4,3,3,3,5,4,4,0,1,0,0,0,1,1,0,0,0,0,1
"891",0,33,29581.15,8.620715,14,3,0,1,1,0,1,1,0,0,0,0,1,0,1,15.64015,137.4684,1600.603183,5,3,4,4,4,5,4,4,1,0,0,0,1,0,1,0,0,0,0,1
"892",0,49,32745.98,12.76804,12,1,2,1,0,0,0,1,0,0,1,0,0,0,1,2.431373,137.4836,768.6735365,1,2,2,4,3,4,3,4,0,0,1,1,0,0,1,0,0,1,0,0
"893",3,23,19508.33,8.224676,10,0,0,0,1,1,1,0,0,0,0,1,0,0,1,4.462414,124.9643,628.7093519,3,3,2,4,2,3,3,3,0,1,0,0,0,1,0,1,0,0,1,0
"894",1,82,40528.85,8.964938,15,1,0,0,0,0,1,1,0,1,0,0,0,1,1,15.77942,202.4433,1540.003272,4,4,3,5,3,4,4,4,1,0,0,0,0,1,1,0,0,0,1,0
"895",4,41,28593.48,8.597035,9,1,0,0,0,0,1,0,0,0,1,0,0,1,1,15.6265,159.965,1669.627909,4,3,4,4,3,3,4,4,0,0,1,0,1,0,0,0,1,0,1,0
"896",2,42,42517.98,10.58815,12,2,0,0,1,0,1,1,1,1,0,0,1,1,1,7.032433,245.1283,1818.572601,3,3,3,4,4,3,3,3,0,1,0,0,1,0,0,1,0,1,0,0
"897",8,66,44166.94,10.54343,17,2,1,0,0,1,1,0,0,0,1,0,1,0,1,2.563452,117.4858,680.4044234,4,3,4,2,5,3,3,3,0,0,1,0,1,0,1,0,0,0,0,1
"898",1,29,78712.17,8.473613,14,1,0,1,1,0,1,1,1,0,0,0,1,0,1,8.287531,152.4624,1530.742396,3,3,3,4,3,4,4,3,0,1,0,1,0,0,1,0,0,1,0,0
"899",1,57,41550.85,10.53385,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,10.02202,202.4433,1150.220789,5,4,4,3,3,4,6,3,1,0,0,1,0,0,1,0,0,0,1,0
"900",1,80,129628.7,10.60642,13,2,0,1,0,0,1,0,0,0,1,0,1,1,0,11.91973,200.1323,1860.602438,3,5,5,4,2,5,3,5,0,1,0,1,0,0,1,0,0,1,0,0
"901",0,25,50629.79,2.732357,13,0,0,0,0,0,1,0,0,0,0,1,0,1,1,16.01922,127.475,1554.131756,5,4,5,2,5,4,4,4,0,0,1,0,0,1,1,0,0,0,0,1
"902",0,28,45888.26,18.19254,9,1,0,0,0,0,1,0,1,1,0,0,1,0,1,9.858242,162.4526,1287.535911,2,3,3,2,4,2,2,3,1,0,0,0,0,1,0,1,0,0,1,0
"903",1,63,48178.83,8.200607,15,0,2,0,0,0,0,0,1,0,0,0,0,1,1,10.52622,149.9598,1081.123619,4,3,3,3,4,4,2,5,0,0,1,0,0,1,1,0,0,0,1,0
"904",2,21,13131.39,11.77423,16,1,0,0,0,1,1,0,0,1,0,0,0,1,0,8.922175,169.9378,1136.966259,5,5,5,5,2,4,4,4,0,1,0,0,0,1,1,0,0,0,1,0
"905",1,59,38867.93,4.711767,15,3,0,0,1,0,1,1,0,0,0,1,0,1,0,4.267801,172.4567,1078.288288,3,3,2,3,3,4,3,3,0,1,0,1,0,0,0,1,0,1,0,0
"906",0,86,62709.94,11.19605,9,0,0,1,1,0,1,1,0,0,0,0,0,1,0,2.168042,159.9476,782.6074848,3,3,4,4,3,4,3,2,0,1,0,1,0,0,0,1,0,1,0,0
"907",0,23,53227.7,15.29979,13,1,1,0,1,1,1,0,1,1,0,0,1,1,0,8.268061,232.6228,1388.043021,3,5,3,3,4,4,3,3,1,0,0,1,0,0,1,0,0,0,1,0
"908",3,64,6196.02,6.715052,15,0,0,0,1,0,1,0,0,0,0,0,0,0,1,20.72068,92.45514,2235.623805,3,3,3,5,2,4,3,4,0,1,0,1,0,0,0,1,0,1,0,0
"909",4,23,24130.48,6.425239,17,2,0,1,0,0,1,1,0,1,1,1,1,1,0,20.74516,267.6427,3080.29312,5,3,5,3,3,6,5,4,0,0,1,1,0,0,0,1,0,1,0,0
"910",0,44,28588.01,4.380817,11,0,1,0,1,0,1,0,0,1,1,0,0,1,1,16.88185,162.4608,2233.112834,4,4,4,6,4,4,3,3,0,1,0,0,0,1,0,1,0,1,0,0
"911",1,62,50382.25,11.54934,11,0,1,0,1,0,1,0,0,0,1,1,0,0,1,11.34636,105.011,1002.360533,3,3,3,5,2,4,3,4,1,0,0,0,1,0,0,0,1,0,0,1
"912",9,76,25114.38,9.473029,15,1,0,0,1,1,1,1,0,1,0,0,1,0,1,3.493433,192.4404,882.4522754,4,5,4,4,4,4,2,5,1,0,0,1,0,0,0,1,0,0,1,0
"913",2,31,80392.41,9.736413,9,1,1,0,0,0,1,0,0,1,0,0,0,1,1,7.53282,149.9378,1403.833391,6,4,6,4,2,5,4,7,0,1,0,0,1,0,1,0,0,1,0,0
"914",2,63,37204.88,12.01598,13,1,1,0,0,0,1,1,1,1,1,0,0,0,0,6.725815,182.497,891.9183387,4,4,4,3,4,4,5,5,0,0,1,0,1,0,1,0,0,0,1,0
"915",3,26,7399.99,11.90764,13,2,2,0,0,0,1,0,0,1,0,1,1,1,1,17.15829,222.6143,2541.621959,3,3,4,3,3,3,2,1,1,0,0,1,0,0,1,0,0,1,0,0
"916",3,45,160589.2,5.96299,14,1,1,0,0,0,1,0,1,0,0,0,0,1,1,6.693474,129.9598,1301.156073,3,3,3,3,5,2,2,2,0,1,0,1,0,0,1,0,0,1,0,0
"917",1,69,35976.11,12.63329,14,2,1,0,0,0,1,0,1,0,0,1,0,1,1,3.62899,162.4689,582.9171773,5,4,4,4,3,4,5,5,1,0,0,1,0,0,0,1,0,0,1,0
