"","Children","Age","Income","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Port_modem","Tablet","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","Tenure","MonthlyCharge","Bandwidth_GB_Year","Timely_Response","Timely_Fixes","Timely_Replacements","Reliability","Options","Respectful_Response","Courteous_Exchange","Active_Listening","Area_Rural","Area_Suburban","Area_Urban","Contract_Month_To_Month","Contract_OneYear","Contract_TwoYear","Gender_Female","Gender_Male","Gender_Nonbinary","InternetService_DSL","InternetService_FiberOptic","InternetService_None"
"632",2,75,7862.38,0.760277434,11,1,1,0,1,0,0,0,0,0,0,1,0,0,1,7.176700824,124.964303,649.8383392,3,3,3,5,1,4,4,4,0,0,1,1,0,0,0,1,0,0,1,0
"633",4,43,49710.21,14.96043073,11,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2.368283285,172.470522,1148.280787,3,2,4,2,6,3,3,4,0,1,0,1,0,0,0,1,0,1,0,0
"634",4,20,70419.88,12.36821127,7,2,0,1,0,1,1,0,1,1,1,0,1,1,1,9.651065829,212.669463,1719.483972,2,2,1,2,4,1,2,1,1,0,0,0,1,0,1,0,0,0,0,1
"635",0,48,70133.7,10.87926101,13,2,0,0,0,0,1,1,1,1,0,1,1,1,0,8.730405893,257.63748,1880.78289,4,5,4,3,5,3,3,5,0,1,0,1,0,0,0,1,0,1,0,0
"636",1,21,78537.66,15.55101617,9,0,0,0,0,0,1,0,0,1,1,0,1,1,0,4.173314039,222.628057,1560.361086,3,4,3,3,5,2,3,3,1,0,0,1,0,0,0,1,0,1,0,0
"637",7,34,42917.45,8.211187999,7,3,0,0,1,0,1,0,1,0,1,0,1,0,1,15.42700763,152.479779,1930.805216,2,2,2,5,5,1,2,1,0,0,1,1,0,0,0,1,0,0,1,0
"638",8,30,6300.17,11.71773291,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,12.91213895,112.455141,1447.711265,3,3,3,5,2,3,4,4,0,1,0,0,1,0,0,1,0,0,1,0
"639",0,76,8716.12,10.52545349,10,1,1,0,0,0,1,1,0,1,0,0,1,0,1,5.451895614,159.964152,765.8624235,6,6,5,4,4,5,3,7,0,1,0,1,0,0,0,1,0,0,0,1
"640",1,38,97592.52,9.699996141,11,0,0,1,0,0,1,1,1,1,0,0,1,0,1,12.81881129,194.958118,1553.013845,3,3,4,1,4,3,4,2,1,0,0,1,0,0,1,0,0,0,1,0
"641",0,75,28704.22,11.00710107,15,0,0,0,0,0,1,1,0,0,0,0,1,0,0,8.277054038,149.944668,1320.132625,3,2,4,3,3,5,3,4,0,0,1,0,0,1,0,1,0,1,0,0
"642",3,67,26659.08,3.294848551,11,2,0,0,0,0,1,1,0,1,0,1,1,0,0,5.259033624,204.949594,876.2446802,2,3,3,3,4,2,3,2,0,0,1,0,0,1,0,1,0,0,1,0
"643",0,84,12571.62,12.58586084,11,1,1,0,0,0,1,0,1,0,1,0,1,0,1,14.44810037,120.003499,1424.117227,4,3,4,6,2,4,6,3,0,0,1,0,1,0,1,0,0,0,0,1
"644",0,81,14623.21,8.888970383,7,1,1,0,1,1,1,1,1,0,1,0,1,0,1,4.245035615,164.985293,1083.381195,4,3,4,6,1,3,4,5,0,1,0,1,0,0,1,0,0,1,0,0
"645",3,20,23773.72,5.965254402,4,0,0,0,0,0,1,1,0,1,1,0,1,1,1,5.425068599,275.133571,1386.2317,4,5,4,4,2,2,4,3,0,0,1,0,1,0,0,1,0,0,1,0
"646",0,18,29810.9,8.159988366,11,0,0,0,1,0,1,1,1,0,1,1,0,0,1,2.729451922,152.510442,970.4333183,4,3,4,3,4,3,2,2,0,1,0,0,0,1,0,0,1,1,0,0
"647",0,37,47683.58,5.729233184,7,1,2,0,1,0,1,1,1,0,0,1,1,0,1,5.134989649,184.971516,806.2451255,3,3,3,2,4,3,3,4,0,0,1,1,0,0,1,0,0,0,1,0
"648",8,41,77396.38,6.572735215,15,2,0,0,1,0,1,1,0,1,1,1,0,1,1,6.979009919,227.475448,1258.30276,3,2,3,2,4,2,3,1,0,1,0,0,0,1,1,0,0,0,1,0
"649",0,64,83953.98,10.56770254,14,2,0,0,1,0,1,0,1,1,0,1,0,0,0,3.861708438,129.977753,853.1123448,3,4,3,4,3,3,3,4,1,0,0,0,1,0,1,0,0,1,0,0
"650",1,34,37860.53,11.6041258,8,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1.740841699,194.958118,658.4234711,3,3,3,4,3,4,3,4,1,0,0,1,0,0,1,0,0,0,1,0
"651",9,52,38119.34,9.586917162,6,2,0,0,0,0,1,0,0,0,1,1,0,1,1,10.50397242,139.99789,1375.909262,5,4,4,3,3,4,4,3,1,0,0,0,0,1,1,0,0,0,0,1
"652",2,44,18073.86,8.606588238,8,1,0,0,0,0,1,1,1,0,0,0,0,0,0,4.906579535,115.002061,708.2981607,3,4,3,2,3,4,3,3,0,1,0,1,0,0,0,1,0,0,0,1
"653",1,32,24499.96,11.30041277,9,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1.276890621,139.965008,848.3285479,4,3,4,2,4,3,4,3,1,0,0,1,0,0,1,0,0,1,0,0
"654",1,34,4493.49,10.41328888,9,1,1,0,0,1,1,1,0,1,0,0,0,1,0,5.915225146,182.443347,1302.621469,6,5,4,2,5,5,4,6,0,0,1,0,1,0,1,0,0,1,0,0
"655",1,26,17649.89,7.694429352,9,0,1,1,0,0,1,1,0,1,0,0,1,0,1,2.646328849,159.964152,730.6968601,4,5,4,3,3,5,3,4,0,1,0,1,0,0,0,1,0,0,0,1
"656",4,46,9035.25,12.37922958,12,0,2,0,0,0,1,0,0,1,0,0,1,0,1,13.7944302,139.934918,1965.419062,4,4,3,4,2,3,4,3,0,1,0,1,0,0,1,0,0,1,0,0
"657",3,57,60251.75,13.65070244,11,2,0,0,0,1,1,0,1,0,0,0,1,1,1,1.550579619,177.65076,771.5712211,2,2,3,4,4,3,4,4,0,0,1,1,0,0,0,1,0,0,0,1
"658",2,54,17773.11,9.846699861,12,0,0,0,0,1,1,0,0,1,0,0,1,1,1,10.03364243,210.105118,1830.93361,5,5,7,3,4,4,5,4,1,0,0,0,0,1,1,0,0,1,0,0
"659",1,60,47573.47,13.03239121,14,1,0,1,1,1,1,0,0,1,0,1,1,0,0,14.63294721,172.44408,1486.699299,5,4,4,4,3,4,3,4,0,1,0,1,0,0,1,0,0,0,1,0
"660",0,43,47529.47,13.17617062,14,1,0,0,0,1,1,0,0,0,0,1,1,0,1,7.380291282,117.472036,823.39436,4,5,4,2,5,3,3,3,0,1,0,1,0,0,1,0,0,0,0,1
"661",10,20,59153.65,10.82285908,12,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1.047382039,144.960655,641.845268,3,4,2,5,1,4,4,2,0,0,1,0,1,0,0,1,0,0,1,0
"662",1,77,32149.05,9.751665909,8,2,1,0,0,0,1,1,0,0,1,0,0,1,1,4.905988692,192.470522,738.8929143,2,2,2,2,5,3,2,3,0,1,0,0,1,0,0,1,0,0,1,0
"663",1,25,113086.55,13.18785324,16,3,1,0,0,1,1,1,1,1,0,1,0,0,0,2.253077812,150.006987,534.5843758,4,4,4,3,3,3,3,4,0,0,1,0,0,1,0,0,1,0,0,1
"664",10,57,132139.98,9.046493464,16,2,0,0,1,0,1,0,0,1,1,1,1,1,1,17.34243942,255.137219,2389.270826,3,3,3,3,3,5,4,3,0,1,0,1,0,0,0,1,0,0,1,0
"665",0,88,6953.72,10.35968528,14,0,0,0,0,0,1,0,1,0,0,0,1,1,1,9.759495559,190.12704,1663.694612,2,2,4,2,4,3,1,3,0,1,0,1,0,0,0,1,0,1,0,0
"666",4,27,68776.91,9.42589315,14,1,0,0,1,0,1,0,0,0,1,0,1,0,1,16.66814552,117.485813,1887.894567,3,3,3,6,3,5,4,4,0,0,1,1,0,0,0,1,0,0,0,1
"667",0,52,131500.47,12.40982989,16,1,1,0,1,1,1,0,0,0,1,0,1,1,0,16.66213522,220.132293,1943.761302,5,3,4,5,2,5,5,2,0,1,0,0,0,1,0,1,0,0,1,0
"668",0,85,55859.65,8.978754052,14,2,0,0,0,1,1,0,1,0,0,1,0,1,1,14.38485335,142.468917,1794.480836,5,4,4,2,4,4,4,3,0,1,0,1,0,0,0,1,0,1,0,0
"669",1,23,44520,14.17316345,13,1,0,0,1,0,1,1,0,1,1,0,1,1,0,9.349597147,275.133571,1589.339963,4,4,3,3,4,4,3,4,0,0,1,0,0,1,1,0,0,0,1,0
"670",2,31,55821.74,3.888998584,12,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1.153881327,204.949594,580.0697389,4,4,3,3,5,4,4,2,0,1,0,0,0,1,1,0,0,0,1,0
"671",3,29,88584.08,7.336069408,16,0,0,0,1,0,1,0,0,1,0,1,0,0,1,18.09905454,147.460067,1738.098524,5,3,4,5,2,5,3,3,0,0,1,1,0,0,1,0,0,0,1,0
"672",1,70,20377.63,10.72236279,7,1,1,0,1,0,1,1,1,0,0,0,1,1,1,5.566520625,222.632554,1434.828418,4,4,3,4,2,5,4,3,1,0,0,0,1,0,1,0,0,1,0,0
"673",4,41,20412.53,9.957228621,17,3,0,1,0,1,1,0,1,1,0,0,0,1,0,2.380500918,139.979239,754.4414431,3,3,4,3,4,4,3,3,0,0,1,0,1,0,0,1,0,0,0,1
"674",4,19,38914.23,8.850529612,15,2,0,1,1,0,1,1,0,0,0,0,0,1,0,8.137267032,179.947583,1118.73994,4,4,3,3,5,3,3,2,0,0,1,0,0,1,1,0,0,0,1,0
"675",0,72,37340.2,11.06857815,9,0,0,1,0,0,1,1,0,1,0,0,1,0,1,2.010811355,172.440432,863.4623731,5,4,5,4,3,5,4,6,1,0,0,1,0,0,1,0,0,1,0,0
"676",1,43,22303.29,9.565152901,13,2,0,0,1,1,1,1,0,0,0,0,1,1,1,1.591333405,240.114868,708.9358044,4,4,3,3,5,3,3,3,1,0,0,1,0,0,1,0,0,0,1,0
"677",0,23,7211.12,8.482888636,13,0,0,1,1,1,0,0,1,0,1,0,1,0,1,7.918062789,152.479779,1136.110777,4,4,3,3,3,4,4,3,1,0,0,0,1,0,0,1,0,0,1,0
"678",0,56,46257.12,8.539641939,12,1,0,0,1,0,0,0,1,1,1,0,1,0,1,3.857300987,154.975543,1202.670117,2,1,2,4,3,3,2,4,1,0,0,1,0,0,0,1,0,1,0,0
"679",3,69,94363.97,10.64291697,11,1,2,1,1,0,1,0,0,0,0,0,0,1,1,7.882710227,127.442069,1244.709018,4,5,4,6,1,5,5,3,0,0,1,0,1,0,1,0,0,1,0,0
"680",3,88,11586.87,8.063335935,12,1,0,0,0,0,1,0,0,1,0,0,1,1,0,14.02849733,230.105118,1664.080114,4,4,5,2,6,3,3,3,1,0,0,0,1,0,1,0,0,0,1,0
"681",2,23,29621.97,13.31380475,11,1,0,0,1,0,1,1,0,1,0,0,1,1,1,6.721823696,262.610632,1366.71852,2,3,2,4,3,3,2,4,0,0,1,0,1,0,0,1,0,0,1,0
"682",10,82,29853.08,10.71615894,16,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1.796688583,149.99153,600.0687482,4,4,5,3,3,2,4,4,0,0,1,1,0,0,1,0,0,0,1,0
"683",2,69,19287.42,12.51549843,14,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.485268741,104.97808,1352.986244,1,1,1,4,2,2,3,4,0,1,0,0,0,1,0,1,0,1,0,0
"684",4,31,48925.7,8.86985406,11,0,1,0,0,0,1,0,1,0,0,1,1,1,1,19.02547148,222.636202,2323.778584,3,2,2,3,3,3,4,2,0,1,0,1,0,0,0,1,0,0,1,0
"685",1,58,45252.03,8.140661137,14,1,0,0,1,0,1,0,0,0,1,0,1,1,1,3.079467822,220.132293,841.9396981,3,3,4,3,4,3,5,4,0,1,0,1,0,0,0,1,0,0,1,0
"686",2,37,18394.86,12.33741082,14,1,1,0,1,0,1,0,0,0,1,0,1,0,0,6.240783682,149.962093,939.1433243,2,2,4,5,2,4,4,3,1,0,0,0,0,1,0,1,0,0,1,0
"687",1,56,64017.78,12.45682505,11,0,0,0,1,0,1,0,1,0,1,0,1,1,1,11.76491612,190.173699,1588.313232,4,4,4,3,3,4,5,4,0,0,1,0,0,1,1,0,0,0,0,1
"688",3,34,10365.43,11.72006175,14,3,0,0,0,1,1,1,0,1,0,1,0,0,0,4.868716415,179.965581,791.8768514,3,4,2,4,4,4,3,3,0,0,1,1,0,0,0,1,0,0,1,0
"689",3,74,109366.11,9.309881954,16,0,0,0,0,0,1,0,1,1,0,1,1,1,1,5.011675804,225.131966,1464.182884,4,4,4,4,2,4,4,4,0,0,1,1,0,0,1,0,0,1,0,0
"690",3,19,41311.01,6.680449508,7,1,0,0,0,1,0,1,1,0,0,0,1,1,0,4.06047424,210.156274,1173.76564,1,1,2,6,2,4,2,4,1,0,0,1,0,0,0,1,0,0,0,1
"691",4,81,29527.2,11.13463155,13,0,0,0,1,0,1,1,1,0,1,0,1,0,0,9.618627021,152.509013,1280.37995,2,2,1,5,3,4,2,2,1,0,0,0,1,0,0,1,0,0,0,1
"692",7,65,59990.91,9.604665557,14,0,0,0,0,0,1,0,0,0,0,1,1,0,1,4.952763872,149.948316,767.8506996,4,4,4,3,3,4,2,3,0,1,0,0,0,1,1,0,0,0,1,0
"693",0,48,48587.84,9.312625685,11,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1.819217843,265.146969,816.9532955,5,4,5,4,3,4,4,6,0,0,1,0,0,1,0,1,0,0,1,0
"694",2,67,154718.85,9.738312225,6,0,0,0,1,1,1,0,0,1,0,1,1,1,1,16.62593689,242.61428,1919.29861,5,4,4,3,3,4,2,4,1,0,0,1,0,0,1,0,0,0,1,0
"695",3,44,6315.99,10.75310595,6,0,0,1,0,0,1,1,0,1,0,0,0,0,1,6.429025787,167.456419,800.3296612,4,3,4,4,4,4,3,5,0,1,0,1,0,0,1,0,0,0,1,0
"696",1,70,16469.29,12.73263489,10,0,1,0,1,0,1,1,0,1,1,0,1,1,0,16.4659765,242.657291,2065.398671,4,3,3,3,5,4,4,2,0,0,1,1,0,0,0,1,0,0,0,1
"697",1,86,37938.69,10.75719664,13,1,0,0,0,0,1,0,1,0,1,0,1,0,0,9.188837964,132.479779,1477.960194,2,3,3,3,3,4,3,3,0,1,0,1,0,0,0,1,0,1,0,0
"698",1,79,15202.61,5.678334284,13,3,2,0,0,0,1,0,1,0,0,0,1,0,1,13.3771743,139.95684,1298.399804,3,3,2,3,4,4,4,4,0,1,0,1,0,0,1,0,0,0,1,0
"699",2,78,22880.13,9.256839293,11,2,2,1,0,0,1,0,0,0,0,0,1,1,1,5.688867768,207.609354,888.7604416,3,4,2,5,3,4,4,3,0,0,1,0,1,0,1,0,0,0,1,0
"700",3,70,71860.3,6.005716686,14,1,0,1,1,1,1,0,0,0,0,0,1,0,0,2.049006759,104.962874,433.121911,2,3,2,3,6,2,4,3,0,1,0,1,0,0,0,1,0,0,0,1
"701",0,63,33323.68,8.449531886,20,1,0,0,1,0,1,1,0,0,0,1,0,1,0,22.11524673,172.456745,2496.770215,4,4,3,5,4,3,4,5,0,0,1,0,0,1,0,1,0,1,0,0
"702",1,50,10181.73,7.843654266,10,2,0,0,0,0,1,0,0,0,0,1,0,0,0,6.524843094,124.964303,561.4934455,6,5,5,2,4,3,3,3,1,0,0,1,0,0,0,0,1,0,1,0
"703",1,80,35681.35,13.62253111,9,1,0,1,1,0,1,1,0,1,1,0,0,0,0,3.976063151,179.979358,587.1708313,3,3,2,4,2,2,3,2,0,0,1,1,0,0,0,1,0,0,1,0
"704",3,46,60953.64,11.21221327,12,2,0,0,0,0,1,0,0,1,0,0,1,0,0,7.852675802,127.458638,1034.285556,4,5,3,3,4,3,2,3,0,0,1,1,0,0,1,0,0,0,0,1
"705",4,40,27475.94,9.407074462,13,1,0,0,0,0,1,0,0,1,0,0,1,1,0,6.745272795,210.105118,1668.961962,4,4,4,4,4,5,3,4,0,0,1,1,0,0,1,0,0,1,0,0
"706",3,40,18203.4,9.304463636,10,0,0,0,1,0,1,1,1,0,1,1,0,0,1,3.328266165,172.510442,630.0568972,2,1,2,5,1,2,4,4,1,0,0,1,0,0,1,0,0,0,1,0
"707",0,49,3836.01,12.9482381,14,0,0,0,0,0,1,1,0,1,1,1,1,1,1,4.319159918,287.642733,1065.450757,4,4,4,3,4,5,3,4,1,0,0,0,0,1,1,0,0,0,1,0
"708",3,20,35426.36,7.951655098,18,0,0,1,0,0,1,1,1,0,1,0,0,0,0,11.34544436,140.00128,1761.711017,3,3,3,5,4,4,4,2,1,0,0,1,0,0,1,0,0,1,0,0
"709",1,70,28797.05,8.830393232,16,3,0,1,0,1,1,1,0,0,0,0,0,0,0,18.39607984,124.960655,2035.86052,5,4,4,6,3,4,4,4,1,0,0,1,0,0,0,1,0,1,0,0
"710",1,75,14508.23,5.862004423,14,1,0,0,1,1,1,1,0,0,1,0,0,0,1,8.846951024,157.483594,908.6839372,1,2,2,3,4,2,3,2,0,1,0,0,0,1,0,1,0,0,1,0
"711",7,41,25312.29,8.98242621,13,0,0,1,0,0,1,0,1,1,0,1,0,0,0,18.33393114,129.977753,2329.836404,4,4,4,5,3,5,3,4,1,0,0,1,0,0,1,0,0,1,0,0
"712",0,59,40787.88,5.931159176,10,3,0,0,0,0,1,0,0,0,1,1,0,1,1,18.29391747,172.47417,1714.188033,4,3,3,4,3,4,5,3,0,0,1,1,0,0,1,0,0,0,1,0
"713",1,36,35357.64,10.94456682,13,1,1,0,1,1,1,0,0,1,0,1,0,1,0,4.303849456,182.446995,682.9095847,5,4,5,5,3,4,4,3,1,0,0,1,0,0,1,0,0,0,1,0
"714",1,71,9033.82,5.870348986,12,1,0,0,1,1,1,0,0,1,1,0,0,1,1,9.539729035,182.460772,1077.996673,2,1,1,3,3,2,3,2,0,0,1,0,0,1,1,0,0,0,1,0
"715",0,38,14562.52,12.10251179,11,1,1,0,1,0,1,1,1,0,0,1,0,0,0,11.67460124,139.987503,1638.77523,3,3,2,4,4,2,3,2,0,1,0,0,0,1,0,1,0,1,0,0
"716",3,55,74091.67,11.71374732,7,0,1,0,0,0,1,1,0,1,0,1,0,0,1,24.71916223,179.965581,2267.242164,2,2,4,4,4,2,4,3,1,0,0,0,0,1,1,0,0,0,1,0
"717",0,51,55625.04,6.245748922,8,1,2,0,0,0,1,0,0,0,1,1,0,1,1,4.354733929,172.47417,680.5565136,4,4,4,3,5,3,3,3,0,1,0,1,0,0,0,1,0,0,1,0
"718",1,89,34434.44,10.47958917,11,0,0,0,1,0,1,1,0,0,0,0,0,0,0,14.69261964,124.960655,1587.826878,3,3,3,6,3,3,3,4,0,1,0,1,0,0,1,0,0,1,0,0
"719",0,84,14547.9,13.31528474,11,0,1,0,1,0,1,1,0,0,0,0,0,0,1,2.39088492,124.960655,565.4577938,4,4,4,3,4,4,4,4,1,0,0,0,0,1,1,0,0,1,0,0
"720",3,36,67235.07,12.78736044,11,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2.606228436,129.99153,1097.505591,2,3,4,4,3,2,3,4,1,0,0,0,0,1,0,1,0,1,0,0
"721",5,32,48597.51,13.41327327,15,0,0,0,1,1,1,0,1,0,1,0,1,1,1,13.08606275,222.649979,1945.444997,4,3,3,3,5,3,3,4,0,1,0,1,0,0,0,1,0,0,1,0
"722",3,57,33823.17,13.93273371,12,1,1,0,0,0,1,1,1,0,0,1,1,1,1,3.644232332,255.141716,933.2803403,5,5,4,3,4,4,4,6,1,0,0,1,0,0,0,0,1,0,1,0
"723",0,57,16921.75,9.008013496,16,1,0,0,0,1,1,0,0,1,0,0,1,0,0,15.1418246,127.458638,1503.123653,3,3,3,6,1,5,5,3,0,0,1,1,0,0,1,0,0,0,0,1
"724",1,84,20614.28,9.983403111,14,0,0,0,1,1,1,0,0,0,1,1,1,1,0,2.601455981,232.641455,721.8510774,2,1,2,2,5,1,2,3,1,0,0,1,0,0,0,1,0,0,1,0
"725",5,78,22247.54,6.364065547,8,0,0,0,1,1,0,0,0,1,1,0,0,1,1,14.5875554,182.460772,1674.078908,4,4,3,2,3,3,3,4,0,1,0,1,0,0,0,1,0,0,1,0
"726",4,40,36486.42,12.37242269,11,1,0,0,1,0,0,1,0,1,1,0,1,0,0,13.37654004,184.963371,2155.00052,3,4,3,3,4,5,4,4,0,0,1,1,0,0,0,1,0,1,0,0
"727",6,38,4109.71,8.222298126,16,1,0,1,1,0,1,0,1,1,1,1,1,0,0,4.486607929,187.484705,1088.786574,4,3,3,3,5,4,3,5,1,0,0,0,1,0,0,1,0,0,1,0
"728",0,19,86396.3,12.232234,17,0,0,0,1,1,1,1,1,0,0,0,0,0,1,7.904120653,115.002061,892.0207872,1,1,3,3,2,3,3,5,0,0,1,1,0,0,1,0,0,0,0,1
"729",5,28,1443.16,9.306097105,15,0,1,0,1,1,1,0,1,1,0,1,1,0,0,2.017579009,142.485486,756.2815791,4,3,4,4,4,2,4,4,0,0,1,1,0,0,1,0,0,0,0,1
"730",3,73,10842.41,12.27786817,13,1,0,0,0,0,1,1,1,1,1,1,1,1,0,7.25493599,270.160419,1808.366194,1,2,1,3,3,3,3,3,0,1,0,0,0,1,1,0,0,1,0,0
"731",0,22,30185.46,9.203049013,15,2,1,0,1,0,1,1,0,1,1,1,1,1,1,5.898536601,267.642733,1743.932853,3,3,3,3,3,4,4,3,1,0,0,0,1,0,0,1,0,1,0,0
"732",0,30,71322.77,7.729323128,15,1,0,1,1,0,1,0,0,0,0,1,0,0,1,4.929637705,92.488023,551.6881554,3,3,3,4,3,3,5,3,0,1,0,1,0,0,0,1,0,0,0,1
"733",0,85,25434.15,8.316451322,11,0,0,0,0,0,1,0,0,0,1,1,1,1,0,8.713385365,232.641455,1141.532192,3,3,3,4,2,3,3,4,1,0,0,1,0,0,1,0,0,0,1,0
"734",1,82,63225.56,10.67873215,10,0,1,0,1,1,1,1,0,1,1,0,1,0,1,13.0035986,172.487091,1480.891431,3,3,3,2,4,3,2,4,1,0,0,1,0,0,0,1,0,0,0,1
"735",0,18,28589.45,6.867261371,10,0,0,0,0,0,1,0,1,1,0,0,1,1,1,14.45990083,232.622804,1911.782207,3,4,5,2,4,4,4,4,1,0,0,0,1,0,1,0,0,0,1,0
"736",4,83,36472.91,10.28039766,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.837241927,79.978861,571.1030177,2,3,3,4,4,4,4,3,1,0,0,0,1,0,0,1,0,0,0,1
"737",5,69,91252.07,13.33611658,15,0,1,1,0,0,1,1,0,0,0,1,0,1,1,10.81815085,172.456745,1705.362101,5,5,5,3,2,3,4,5,1,0,0,0,0,1,0,1,0,1,0,0
"738",1,30,24600.9,3.98804545,17,2,1,0,0,1,1,0,0,1,1,0,0,1,1,4.764739683,182.460772,821.1684673,4,4,3,3,2,4,4,4,0,0,1,1,0,0,1,0,0,0,1,0
"739",0,27,44447.24,8.667871777,14,2,1,1,1,1,1,1,1,0,0,1,0,0,1,9.876537733,127.511223,1114.016493,4,4,4,6,3,3,3,4,0,1,0,1,0,0,0,1,0,0,0,1
"740",1,74,76994.63,9.949410035,17,1,2,1,1,0,1,1,0,1,1,1,0,0,1,1.018519598,160.01224,286.5451139,4,4,4,3,5,3,2,3,1,0,0,0,1,0,1,0,0,0,0,1
"741",0,66,33663.55,8.194524344,12,1,1,0,0,0,1,0,1,1,1,0,0,1,1,8.938308825,184.978458,1171.815364,3,2,4,3,4,2,3,5,0,1,0,1,0,0,0,1,0,0,1,0
"742",0,43,78661.45,10.20451845,11,1,1,0,0,0,1,1,0,0,0,1,0,0,1,4.187033385,157.469817,437.8833399,5,4,4,1,4,3,4,4,1,0,0,1,0,0,1,0,0,0,1,0
"743",1,32,31578.17,8.504581001,11,0,2,0,1,0,1,1,0,0,1,0,1,0,0,14.7804282,162.467607,2062.863163,4,3,4,3,4,3,4,4,0,1,0,0,0,1,1,0,0,1,0,0
"744",3,27,20372.35,14.82711414,16,2,0,0,1,0,1,1,0,0,0,0,0,0,0,4.218778557,144.960655,577.1451549,3,3,2,3,4,3,2,5,1,0,0,1,0,0,0,0,1,0,1,0
"745",3,36,15878.23,8.131344693,11,0,0,0,0,1,1,1,1,0,1,0,1,0,1,2.205915318,164.985293,1156.192762,3,3,1,4,3,4,3,3,0,0,1,0,0,1,1,0,0,1,0,0
"746",1,42,70711.36,8.225714709,13,1,0,0,0,1,1,1,0,0,1,1,1,1,1,11.18792763,245.146969,2001.502073,4,4,5,4,2,4,4,5,0,1,0,1,0,0,1,0,0,1,0,0
"747",1,64,81748.07,13.77280014,5,1,0,1,0,0,1,0,1,0,0,1,0,1,1,16.64037206,142.468917,1996.643218,3,3,2,2,3,2,4,4,0,1,0,1,0,0,1,0,0,1,0,0
"748",3,73,19146.42,10.51064826,12,0,1,0,1,1,1,0,0,0,0,0,1,1,1,4.898445616,187.609354,1284.667114,2,3,4,2,4,3,2,4,0,0,1,0,0,1,1,0,0,1,0,0
"749",5,80,61256.3,11.10202866,5,3,0,0,0,0,1,0,0,1,1,0,1,1,1,3.218751358,242.628057,951.2972085,3,2,3,5,3,4,4,5,0,0,1,1,0,0,1,0,0,0,1,0
"750",0,43,74719.96,6.771224401,13,0,0,1,0,1,1,1,0,1,1,0,0,0,0,10.03360917,147.503078,1091.751973,3,4,4,4,3,3,4,4,1,0,0,1,0,0,1,0,0,0,0,1
"751",8,58,59195.65,12.83502533,5,0,0,0,1,1,1,1,1,1,1,0,0,1,1,9.473751367,217.483972,1477.859712,3,6,4,2,6,2,3,3,0,1,0,1,0,0,1,0,0,0,1,0
"752",1,21,28727.43,10.55414085,11,1,0,1,1,0,1,0,0,1,1,1,0,0,1,19.58895462,139.983006,2323.477681,3,3,1,2,4,3,4,4,0,0,1,1,0,0,1,0,0,1,0,0
"753",9,26,13057.66,11.72865495,16,0,0,0,1,0,1,0,0,0,1,1,0,0,1,2.871446409,105.010962,676.0809142,3,4,3,5,4,4,3,2,0,1,0,0,1,0,1,0,0,0,0,1
"754",4,31,80892.92,10.99234942,15,0,0,0,0,1,1,0,0,0,1,1,0,0,1,7.292787239,117.487242,1281.533791,4,5,4,3,4,3,3,3,1,0,0,1,0,0,1,0,0,1,0,0
"755",2,52,13376.86,9.973647103,11,0,0,1,0,1,1,1,0,1,0,1,0,1,0,8.458121948,214.952509,1155.865056,3,3,4,2,5,2,3,3,0,0,1,0,1,0,0,1,0,0,1,0
"756",0,75,20840.13,8.825929291,8,0,1,0,0,0,1,1,0,1,0,0,0,1,0,17.48396291,202.443347,1671.835787,3,4,3,4,4,2,2,3,1,0,0,1,0,0,1,0,0,0,1,0
"757",1,47,27222.52,7.649443176,16,0,0,1,1,0,1,0,1,0,1,1,1,1,1,8.92504512,202.682861,1389.451264,4,5,3,6,4,5,4,4,0,0,1,1,0,0,1,0,0,0,0,1
"758",0,61,79189.23,6.792026415,13,1,1,0,1,0,1,1,0,1,0,1,1,1,0,11.24061076,255.119794,1882.523799,3,3,3,2,3,3,3,5,1,0,0,0,1,0,0,0,1,1,0,0
"759",0,40,64088.93,10.10186417,10,2,0,0,0,0,1,0,1,0,1,0,1,1,1,6.681362911,202.649979,1653.999552,2,3,4,3,3,4,4,4,0,0,1,1,0,0,0,1,0,1,0,0
"760",1,71,40548.91,9.898208583,10,0,0,1,0,0,1,1,0,0,1,0,1,0,1,18.97328429,182.467607,1912.109481,2,2,2,3,3,2,4,3,1,0,0,1,0,0,0,1,0,0,1,0
"761",0,76,96857.54,7.078232973,8,1,0,0,0,0,0,0,0,1,0,1,0,1,0,19.98393473,182.446995,1805.771781,5,3,4,5,4,4,3,3,1,0,0,1,0,0,1,0,0,0,1,0
