"","Children","Age","Income","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Port_modem","Tablet","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","Churn","MonthlyCharge","Bandwidth_GB_Year","Timely_Response","Timely_Fixes","Timely_Replacements","Reliability","Options","Respectful_Response","Courteous_Exchange","Active_Listening","Area_Suburban","Area_Urban","Contract_OneYear","Contract_TwoYear","Gender_Male","Gender_Nonbinary","InternetService_FiberOptic","InternetService_None"
"717",2,78,18521.02,11.91227,11,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,152.4579,1290.155524,3,3,4,2,4,3,2,3,0,0,0,1,1,0,0,0
"718",6,49,48414.97,12.9317,15,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,140.0013,2373.467756,3,2,2,4,2,3,3,5,0,1,0,0,1,0,0,0
"719",2,55,21594.91,11.18568,6,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,192.4404,1584.550026,4,4,4,5,4,3,3,3,1,0,0,0,1,0,1,0
"720",4,74,29602.2,12.79546,12,2,0,0,1,1,1,1,0,1,0,1,0,1,1,1,194.9525,1066.183659,5,3,3,3,3,3,5,4,0,0,0,0,1,0,0,0
"721",1,43,5923.37,15.21575,14,2,0,0,1,0,1,1,0,0,1,0,0,1,0,1,192.4705,1661.346466,3,3,3,4,3,4,3,4,0,0,0,0,1,0,1,0
"722",3,43,31294.84,13.01594,11,2,1,0,1,1,1,1,0,0,0,0,0,1,0,0,147.4713,950.7941169,2,2,1,4,3,2,4,4,1,0,0,1,0,0,0,1
"723",1,84,76925.67,9.380891,12,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,142.4713,899.976724,4,4,3,5,2,3,3,4,0,0,0,0,1,0,0,0
"724",0,88,27140.05,16.19038,6,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,255.1198,1966.201755,3,3,3,6,2,5,4,5,0,1,0,0,0,0,0,0
"725",4,29,33192.8,9.237382,10,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,200.1652,1131.789188,2,2,2,3,3,3,3,3,0,1,0,1,0,0,0,1
"726",1,50,40719.95,10.91998,15,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,147.4738,602.6894614,4,4,3,5,4,3,3,4,1,0,0,0,0,0,1,0
"727",0,46,14709.22,9.490979,15,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,194.9581,589.6405069,2,2,2,1,4,3,3,2,1,0,0,0,0,0,1,0
"728",1,19,7332.51,14.06909,8,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,162.4713,2391.497324,4,3,4,4,3,2,3,2,0,1,1,0,0,0,1,0
"729",4,82,51673.68,9.183616,14,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,162.4713,2113.691713,4,4,4,3,3,4,3,3,0,0,1,0,0,0,1,0
"730",1,36,33929.5,10.63565,12,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,182.4676,1204.76304,3,3,4,3,3,4,4,2,1,0,0,0,1,0,1,0
"731",1,27,32014.25,4.649681,13,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,164.967,1700.500703,3,5,3,4,4,2,3,4,0,1,0,0,0,0,0,0
"732",0,76,14876.32,8.80007,12,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,159.9656,808.7858345,6,6,5,1,6,3,4,3,0,1,0,0,0,0,0,0
"733",2,80,16419.87,13.25797,14,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,232.6707,1045.919275,5,4,4,2,4,4,4,4,0,1,0,1,1,0,0,1
"734",0,47,21028.18,14.10578,10,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,255.1555,864.371328,4,4,4,3,3,4,3,3,0,1,0,0,0,0,1,0
"735",0,74,71373.4,12.51035,11,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,252.624,662.5967184,4,2,3,3,4,4,3,5,0,0,0,1,0,0,1,0
"736",4,84,55179.21,6.529096,9,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,190.1737,1765.073078,3,4,3,4,3,4,3,4,0,0,0,0,0,1,0,1
"737",1,48,20236.81,12.15458,10,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,179.9656,485.4228279,3,2,2,4,4,2,5,3,0,0,1,0,1,0,1,0
"738",0,54,20985.69,8.552086,7,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,245.132,991.6890153,3,3,4,3,2,6,3,5,0,0,0,1,1,0,1,0
"739",0,62,10072.69,12.96774,12,2,0,0,0,0,1,1,1,1,1,0,0,0,1,0,182.497,2227.799509,3,4,2,3,3,4,4,5,1,0,0,0,1,0,1,0
"740",2,18,56002.38,5.707982,14,2,0,0,1,0,1,0,0,1,1,0,1,0,0,0,172.4579,1655.992508,2,2,3,4,4,3,2,2,0,0,1,0,1,0,1,0
"741",2,88,111592,9.241887,14,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,202.6829,1153.214047,3,4,3,3,5,4,4,4,1,0,0,0,1,0,0,1
"742",4,27,40826.44,7.683895,15,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,147.4421,1246.67277,3,2,3,6,4,3,4,4,0,1,0,1,0,0,1,0
"743",0,49,25770.44,10.45012,15,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,137.4698,1364.959051,3,3,3,4,4,2,2,2,0,0,0,0,0,0,0,0
"744",3,46,49535.29,13.56355,18,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,199.9902,1606.823213,7,7,6,4,4,4,4,5,0,1,0,0,0,0,0,0
"745",4,35,14113.73,10.59909,6,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,152.4952,2343.988024,2,2,1,3,3,2,3,4,0,1,0,0,0,0,0,1
"746",3,67,23481.88,6.923674,12,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,184.9647,1907.20649,3,4,3,3,5,3,3,4,0,1,0,1,0,0,1,0
"747",1,79,142650.5,2.820841,10,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,245.1283,1501.093332,4,5,5,3,3,4,3,4,0,1,1,0,1,0,0,0
"748",4,81,65315.4,9.956429,12,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,137.4686,494.8412692,1,3,3,3,4,2,2,3,1,0,0,0,0,0,1,0
"749",0,18,4397.39,11.2971,12,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,182.447,961.4048126,5,4,4,4,3,4,4,4,0,1,0,0,0,0,1,0
"750",3,20,12188.82,8.063233,10,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,152.466,530.0519539,3,3,5,3,3,3,4,3,0,0,0,1,0,1,1,0
"751",6,85,25696.67,7.655763,10,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,194.9663,1815.26546,4,5,5,3,3,5,5,4,0,0,0,0,1,0,0,0
"752",2,82,24431.39,9.044468,16,2,0,1,1,0,1,1,0,0,1,1,1,0,1,1,174.9768,917.029715,4,4,4,4,4,5,5,5,0,1,1,0,1,0,0,0
"753",0,54,41212.98,11.74908,16,2,0,0,0,1,1,0,1,0,0,1,1,1,0,1,202.6362,1929.992785,4,3,3,3,2,4,3,3,0,1,0,0,1,0,0,0
"754",0,41,60239.95,6.304689,6,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,162.4827,1381.77131,4,3,4,4,5,3,4,4,0,1,0,1,1,0,1,0
"755",1,34,47017.43,12.82818,14,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,124.9781,2354.102724,3,4,3,3,3,3,3,4,0,1,1,0,1,0,1,0
"756",1,34,11250.31,10.42511,12,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,240.1149,722.2139832,4,4,4,4,3,3,4,3,0,0,1,0,0,0,1,0
"757",2,53,12861.54,9.308406,16,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,139.9875,1342.337702,4,5,4,3,4,4,2,4,0,1,1,0,0,0,0,0
"758",1,21,40895.64,11.06501,9,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,92.5018,1031.540479,3,3,3,4,2,3,4,3,0,1,1,0,1,0,0,1
"759",0,44,61478.9,13.91858,15,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,139.965,3068.956506,4,4,5,4,4,3,3,2,0,0,0,0,1,0,0,0
"760",2,53,28954.2,7.942358,16,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,159.9349,460.5286853,2,2,3,3,3,3,2,4,0,1,1,0,0,0,1,0
"761",0,51,90253.73,10.96431,7,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,162.447,1292.032339,3,2,3,4,4,3,2,3,0,0,0,0,1,0,0,0
"762",2,46,42550.92,9.513517,12,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,277.6375,1947.058707,5,4,5,4,3,4,4,3,1,0,0,0,1,0,1,0
"763",0,89,38411.45,8.846501,14,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,232.6378,1136.589804,3,4,3,4,3,3,5,3,1,0,0,0,1,0,0,0
"764",2,61,41577.62,10.1125,11,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,139.9349,1584.241573,4,4,3,3,2,5,5,5,0,0,0,1,0,0,0,0
"765",1,65,40835.59,8.848665,15,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,172.4705,2080.564441,3,2,4,2,3,1,2,2,0,1,1,0,0,0,0,0
"766",3,40,21334.55,8.568261,16,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,162.4982,1208.504726,4,4,5,3,7,4,2,4,1,0,0,0,1,0,0,1
"767",0,29,36470.53,4.254491,15,2,1,1,0,1,1,0,1,0,0,0,0,0,1,0,114.9728,798.0189824,4,4,4,3,3,4,5,3,1,0,1,0,0,0,1,0
"768",1,82,36598.52,10.76274,12,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,165.0182,822.9997439,2,3,3,4,2,2,5,2,1,0,0,0,1,0,0,1
"769",3,56,20980.42,9.720452,12,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,275.1336,2765.521967,2,2,3,1,4,3,2,2,0,0,0,0,0,0,1,0
"770",0,86,40628.46,12.11645,9,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,164.9889,336.3711095,2,3,4,4,2,5,3,3,1,0,0,0,0,0,1,0
"771",3,54,44711.74,11.79632,13,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,107.4806,862.6906733,4,4,4,3,5,4,3,6,0,1,0,0,0,0,0,1
"772",1,38,52374.17,12.83511,14,2,1,0,0,0,1,1,0,0,1,0,1,1,1,0,252.6378,1225.184798,3,3,3,4,4,3,1,4,0,1,0,1,0,0,1,0
"773",0,20,39603.42,10.19664,12,2,1,1,0,0,1,1,1,0,0,1,0,0,1,1,159.9875,877.2126863,4,4,5,3,2,4,4,4,1,0,0,0,1,0,1,0
"774",3,40,13139.33,9.181711,15,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,179.9794,1800.326325,4,4,3,2,5,4,2,2,1,0,0,0,1,0,1,0
"775",1,58,48293.12,11.58885,13,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,202.65,1725.323883,3,3,3,5,3,5,3,4,0,1,0,0,1,0,0,0
"776",2,62,21987.29,12.33937,14,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,127.4586,968.8124201,4,5,4,3,3,4,4,4,0,0,0,0,1,0,0,1
"777",0,18,46431.14,5.272185,14,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,194.9663,1406.140722,4,4,4,2,4,3,3,5,0,0,0,1,0,0,0,0
"778",0,82,22420.64,9.097873,14,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,79.97886,1244.129071,4,3,5,5,1,5,5,5,0,0,1,0,1,0,0,1
"779",0,66,8840.8,8.721081,14,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,257.6549,2074.948906,3,4,2,3,6,2,2,2,0,1,0,0,0,0,1,0
"780",1,83,18549.91,15.31929,10,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,240.1149,1133.808688,4,4,3,4,2,6,5,5,0,0,1,0,0,0,1,0
"781",3,76,57675.63,12.84399,14,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,184.9797,2258.203171,4,3,3,2,4,3,2,5,1,0,0,0,1,0,0,0
"782",4,68,22041.71,10.00097,14,3,0,0,1,1,0,0,1,0,0,0,0,1,1,1,149.9598,1150.114958,4,4,4,2,3,4,4,5,0,0,0,0,1,0,1,0
"783",3,78,41305.01,10.98554,12,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,182.49,1146.502548,1,2,2,5,2,4,4,4,0,0,0,0,0,0,0,1
"784",3,38,68024.79,6.654657,14,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,232.6415,1021.747631,4,4,3,2,5,3,3,4,0,0,0,0,0,0,1,0
"785",1,47,53148.58,10.27957,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,104.9629,374.332233,4,3,3,4,4,3,3,3,0,1,0,0,0,0,0,1
"786",5,53,20473.21,16.84547,16,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,152.509,1170.830123,4,3,4,4,4,4,5,3,1,0,1,0,0,0,0,1
"787",2,20,42461.74,14.62764,12,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,165.0113,2047.681612,2,4,3,3,5,3,1,2,1,0,0,1,0,0,0,1
"788",5,38,18437.44,9.653367,16,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,174.9755,2790.931185,4,5,4,3,3,5,4,3,0,1,0,0,1,0,1,0
"789",2,81,30615.01,12.1002,9,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,169.9378,1620.352713,3,2,2,5,3,4,4,5,0,0,0,1,1,0,1,0
"790",1,37,22641.64,8.90737,11,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,207.4811,730.8534585,4,4,4,3,4,4,3,4,0,0,0,0,1,0,1,0
"791",0,19,34970.28,7.131124,13,2,0,0,1,0,1,1,1,0,0,0,0,1,1,0,162.4653,1076.138741,4,3,4,4,3,4,3,5,0,1,1,0,0,0,0,0
"792",0,82,19437.76,12.94698,16,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,124.9643,868.8224639,3,4,4,3,2,3,3,5,0,0,0,1,0,0,1,0
"793",0,84,52581.07,8.855708,14,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,194.9744,438.8374341,5,5,4,3,3,4,5,6,1,0,0,0,0,0,1,0
"794",2,25,34476.83,13.64111,13,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,137.4684,909.0225293,4,4,3,5,2,3,5,6,0,1,1,0,0,0,0,1
"795",3,64,23584.78,7.88571,9,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,199.9902,2884.562817,3,4,4,4,5,4,5,4,1,0,0,1,0,0,0,0
"796",1,74,23454.98,5.371834,13,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,232.6228,1107.738951,5,3,5,2,4,3,3,2,1,0,1,0,0,0,1,0
"797",0,60,21497.29,12.15104,13,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,252.6378,1322.914498,4,5,4,1,4,4,4,5,1,0,0,1,1,0,1,0
"798",2,72,34257.36,11.78093,9,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,204.9634,1836.91871,3,4,3,4,4,3,3,3,0,1,1,0,1,0,1,0
"799",0,60,66664.82,3.27964,13,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,267.6647,1636.428296,3,4,3,5,2,5,4,3,0,1,0,0,1,0,1,0
"800",1,77,40411.35,3.059459,12,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,222.65,1158.10468,4,5,4,2,3,4,4,4,1,0,0,0,1,0,1,0
"801",1,53,105396.3,14.48109,11,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,242.6143,1369.012136,3,3,4,4,3,3,2,5,1,0,1,0,1,0,1,0
"802",1,21,9534.08,5.737969,12,2,1,1,1,1,1,0,1,1,1,0,0,0,1,0,149.9915,631.6069096,2,1,1,3,3,2,3,1,1,0,1,0,0,0,1,0
"803",0,30,41221.83,9.505342,10,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,157.4698,223.4765826,3,2,4,3,3,4,2,6,0,1,0,0,0,0,1,0
"804",1,33,175137.3,12.01856,14,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,207.6386,2150.497966,4,3,3,4,1,3,3,3,0,0,0,0,1,0,0,1
"805",2,82,35453.68,10.90456,6,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,119.9568,1711.957507,5,6,4,6,2,5,5,3,0,1,0,0,0,0,0,0
"806",3,50,15826.38,7.365589,11,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,169.9741,1326.083123,4,5,4,4,3,4,4,4,0,1,0,0,1,0,1,0
"807",4,22,21603.64,11.35748,18,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,164.9853,2037.009094,2,2,4,4,3,3,5,2,0,1,1,0,0,0,0,0
"808",1,32,82308.64,11.48109,11,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,137.4684,1461.63528,1,2,2,4,3,3,1,2,0,0,1,0,1,0,0,1
"809",3,86,73686.44,10.45045,10,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,139.983,1165.890091,5,6,5,3,4,4,5,4,0,1,0,0,1,0,0,0
"810",1,50,45196.73,10.30116,17,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,172.4579,733.0960018,4,4,4,4,4,4,3,3,0,1,0,0,1,0,1,0
"811",1,59,18670.89,7.154983,12,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,127.4601,2166.207365,3,4,3,2,3,4,4,3,0,1,0,1,0,0,0,0
"812",1,49,38764.7,8.73353,9,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,102.4746,655.1704765,2,2,3,5,1,4,4,3,0,0,0,1,0,0,0,1
"813",3,79,52141.38,4.984535,11,1,2,0,0,0,1,0,0,0,1,1,0,1,1,0,139.9979,1989.74777,3,3,3,5,1,4,4,4,0,0,0,1,1,0,0,1
"814",0,50,21098.34,10.42441,10,2,0,1,0,0,1,0,0,0,1,0,0,1,1,1,127.4887,921.8193418,3,4,4,5,2,4,5,3,0,0,0,0,0,0,0,1
"815",0,36,108914.2,12.10189,13,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,242.6281,1387.096942,4,4,4,2,4,4,4,3,0,1,1,0,1,0,1,0
"816",1,34,29321.34,11.6262,15,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,265.1283,1186.556596,6,5,6,3,4,4,3,4,0,0,0,1,0,0,1,0
"817",2,52,27902.88,4.742341,15,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,147.5031,1078.756333,5,3,5,5,3,3,3,5,0,0,1,0,1,0,0,1
"818",3,27,6624.45,13.42022,10,0,2,0,1,1,1,1,0,1,0,1,1,0,0,1,172.4733,702.1831409,4,5,4,3,4,6,5,3,0,0,0,0,0,0,0,1
"819",8,50,7585.29,9.074415,11,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,184.9797,1977.058574,2,3,3,3,3,2,3,2,0,0,0,0,1,0,0,0
"820",5,81,24923.55,4.628556,16,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,149.989,670.3465702,3,2,4,4,3,5,3,4,1,0,0,1,0,0,0,1
"821",3,21,92155.37,12.97945,5,2,0,0,1,1,1,1,0,1,0,0,1,0,1,1,192.4404,1538.887965,3,3,2,3,4,3,4,4,0,0,0,0,1,0,1,0
"822",0,64,14921.92,12.52668,12,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,152.466,1167.924948,4,4,4,3,3,4,3,5,1,0,0,0,1,0,1,0
"823",0,85,49295.81,11.05648,14,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,117.472,962.301603,5,4,4,4,3,4,4,5,0,0,0,0,0,0,0,1
"824",4,49,146951.6,7.831413,13,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,172.4441,1593.966861,4,4,3,3,4,3,3,3,0,0,0,0,0,0,1,0
"825",4,76,15164.29,6.029026,14,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,152.4884,1072.186545,2,1,3,4,3,2,3,3,0,1,0,1,1,0,0,1
"826",0,18,38793.75,11.31573,8,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,232.6228,1983.300598,3,4,3,4,4,5,3,4,1,0,0,0,0,0,1,0
"827",0,67,24322.78,15.02079,8,3,0,0,1,1,1,0,0,0,1,1,0,1,1,1,152.4742,1993.401196,5,5,4,4,2,5,5,4,0,1,0,0,1,0,0,0
"828",3,84,37185.6,12.98257,9,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,164.9889,1064.595704,3,3,3,4,3,3,2,4,0,0,1,0,1,0,1,0
"829",2,66,145163.1,8.044454,5,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,159.9794,1603.711289,3,3,2,2,4,4,4,4,0,1,0,1,0,0,0,0
"830",7,21,63171.36,12.77256,9,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,162.4538,1667.506374,3,4,3,3,3,3,4,3,1,0,0,1,0,0,0,0
"831",3,86,35615.92,8.270725,14,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,192.4885,722.5123131,4,4,3,3,3,4,2,6,1,0,0,0,0,0,1,0
"832",2,64,17542.52,6.726676,9,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,194.9992,1240.679237,5,4,4,5,3,5,5,3,0,1,1,0,0,0,0,1
"833",0,77,89957.16,10.32418,12,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,169.9447,765.1823242,4,3,3,5,4,4,5,3,1,0,0,0,1,0,1,0
"834",4,70,18608.64,7.364011,8,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,107.5286,1520.458929,4,5,5,2,4,3,4,3,1,0,0,0,1,0,0,1
"835",1,41,12005.02,7.580987,13,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,127.4887,1406.307337,3,3,4,5,4,4,4,5,1,0,0,1,0,0,0,1
"836",1,61,9327.52,9.904595,14,2,0,0,1,0,1,1,1,0,0,1,1,1,0,1,235.1417,1439.765003,4,3,4,4,4,3,4,5,0,0,1,0,1,0,0,0
"837",0,49,34797.6,11.76312,9,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,214.9663,1548.154792,4,3,3,3,5,3,1,3,0,0,0,0,1,0,1,0
"838",1,33,29268.79,6.146076,12,2,1,1,1,1,0,1,0,1,0,0,0,0,0,1,147.4564,1212.659466,3,3,3,5,3,3,3,4,0,0,0,0,0,0,0,0
"839",5,48,54794.23,2.747035,13,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,227.4754,1137.782472,3,4,3,3,4,4,3,4,0,0,0,1,0,0,1,0
"840",4,70,38731.74,12.99932,9,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,127.4586,1722.032536,2,3,2,3,3,2,2,3,1,0,1,0,1,0,0,1
"841",3,45,19739.42,9.995799,12,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,220.1185,1493.782205,3,4,5,4,4,3,4,4,0,1,0,0,1,0,1,0
"842",1,64,36384.55,8.967992,13,2,0,1,0,1,1,1,1,1,1,1,0,0,0,0,195.0062,768.7084381,3,2,4,4,3,3,4,1,1,0,0,0,0,0,1,0
"843",1,89,122915.6,8.472212,13,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,230.1051,1308.7086,3,3,2,5,4,4,6,3,1,0,0,0,0,0,1,0
"844",0,20,6528.33,5.902462,17,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,199.9902,2517.584249,4,4,2,3,4,3,4,3,0,1,0,0,1,0,0,0
"845",0,67,47375.49,11.62995,12,2,1,0,1,0,1,1,1,1,1,0,1,1,0,0,245.175,1704.872057,2,3,3,3,4,3,3,4,1,0,1,0,0,0,0,1
"846",1,44,26040.67,12.19992,9,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,127.4958,1932.26875,2,2,3,3,4,3,5,5,0,1,0,0,0,0,1,0
"847",1,78,34293.99,8.327232,15,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,177.4876,948.6927365,4,5,4,3,3,3,3,4,1,0,0,1,0,0,0,0
"848",0,56,98436.93,11.2239,8,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,219.9902,946.5642973,1,2,3,3,2,4,2,3,0,1,0,0,1,0,1,0
"849",4,39,23502.47,10.65341,11,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,117.4835,822.5599233,2,2,1,3,4,2,2,2,1,0,0,0,1,0,0,1
"850",2,83,33172.33,12.47288,13,3,0,0,0,0,1,0,1,1,1,0,1,0,0,0,174.9755,792.3707277,3,4,4,4,2,4,4,2,0,1,1,0,0,0,1,0
"851",1,42,16447.16,8.521897,13,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,149.9621,3035.613983,3,3,4,6,2,4,4,4,0,0,0,0,0,0,1,0
"852",3,27,9791.48,11.15522,15,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,114.9728,905.0282527,4,4,4,2,5,4,4,4,0,0,0,0,1,0,1,0
"853",1,35,23661.52,11.34425,16,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,162.4608,1908.654798,4,4,4,3,4,4,3,4,0,0,1,0,0,0,0,0
"854",1,70,17670.66,6.969893,9,3,0,0,0,1,1,0,0,1,0,1,1,1,1,1,222.6143,1776.804483,4,4,4,3,4,4,3,3,0,1,0,0,0,0,0,0
"855",0,72,55046.63,11.41187,9,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,149.9707,797.0949032,2,2,2,4,2,3,4,4,0,0,0,1,0,0,0,1
"856",3,59,10121.11,10.67622,12,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,242.6143,1567.299499,2,2,3,3,5,3,4,2,1,0,0,1,1,0,1,0
"857",2,44,104362.5,13.48312,11,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,162.497,2138.11032,3,3,2,4,4,4,3,4,0,0,1,0,0,0,0,0
"858",4,63,22830.86,13.45773,11,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,129.9778,1305.921354,5,3,4,3,4,3,2,4,1,0,0,0,0,0,0,0
"859",0,63,59871.53,11.64537,15,2,0,0,0,0,1,1,1,1,1,0,0,0,1,0,182.497,1256.45775,2,3,4,3,4,5,3,3,1,0,0,0,1,0,1,0
"860",0,22,104867.5,5.84912,7,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,184.9963,1262.417547,3,2,4,4,4,3,3,3,0,1,0,0,1,0,0,1
"861",1,57,119667.4,9.165034,6,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,172.4742,1168.630192,4,3,3,3,5,3,4,4,0,0,1,0,0,0,1,0
"862",0,46,13360.17,14.75288,12,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,137.4836,792.9175185,3,4,4,4,4,4,3,4,1,0,0,1,1,0,0,0
"863",2,44,86896.2,8.212326,14,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,127.4887,1087.694968,4,3,3,3,3,4,4,4,0,0,0,0,0,0,0,1
"864",4,67,123891.9,11.74163,8,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,174.9755,1318.670361,3,3,4,5,4,3,1,5,1,0,0,0,1,0,1,0
"865",0,31,37734.22,16.64886,12,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,245.1457,922.5780039,4,4,4,3,4,3,2,4,0,1,0,0,0,0,1,0
