"","Children","Age","Income","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Port_modem","Tablet","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","Churn","MonthlyCharge","Bandwidth_GB_Year","Timely_Response","Timely_Fixes","Timely_Replacements","Reliability","Options","Respectful_Response","Courteous_Exchange","Active_Listening","Area_Suburban","Area_Urban","Contract_OneYear","Contract_TwoYear","Gender_Male","Gender_Nonbinary","InternetService_FiberOptic","InternetService_None"
"782",7,72,70461.04,12.51140348,13,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,142.500692,1571.814704,3,4,5,6,4,5,5,4,0,1,1,0,1,0,0,0
"783",0,32,68188.8,11.11635259,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,124.97808,749.3268907,3,3,4,4,3,4,3,3,0,0,0,1,1,0,1,0
"784",3,28,30567.39,10.72919005,6,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,152.455519,2006.076916,3,3,2,3,2,2,2,1,1,0,0,0,0,0,0,0
"785",4,81,26031.22,6.884662093,15,2,1,0,0,0,1,0,0,0,1,0,0,1,1,1,159.965008,722.0878256,4,4,2,3,4,4,3,3,1,0,0,0,1,0,1,0
"786",3,34,14595.56,2.358964139,14,2,1,0,0,0,1,0,1,0,0,0,1,0,1,1,119.95684,1763.355488,4,3,4,3,5,4,3,3,1,0,0,0,0,0,0,0
"787",0,29,46393.66,14.39565424,16,3,0,0,1,0,1,1,0,1,0,1,0,0,0,1,159.965581,1574.687531,4,3,5,3,3,3,6,4,0,1,0,0,1,0,0,0
"788",2,32,19439.54,15.9111278,15,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,139.951231,1259.468498,4,3,4,3,4,3,4,3,0,0,0,0,1,0,0,0
"789",0,41,16117.26,9.320031526,20,3,0,0,1,0,0,0,1,0,0,0,1,1,0,1,210.12704,1316.773005,2,3,2,2,3,3,4,3,0,1,0,0,1,0,1,0
"790",0,21,70839,12.34002007,7,3,4,0,0,0,1,0,0,0,1,1,0,0,1,0,117.487242,699.4793992,4,4,3,2,3,3,2,3,1,0,1,0,0,0,0,0
"791",4,31,52852.51,5.580139894,15,2,0,0,1,0,1,0,0,1,1,0,1,1,1,1,242.628057,1115.58357,4,4,3,4,3,2,2,2,1,0,0,0,0,0,1,0
"792",0,31,11828.76,5.64360936,10,2,1,0,1,0,1,0,1,1,1,0,1,1,1,1,225.145743,2926.290256,5,4,4,3,4,3,4,3,0,1,0,0,1,0,0,0
"793",8,31,5208.36,5.478738151,15,2,0,0,0,1,1,0,1,1,1,0,1,0,1,0,142.499263,1696.540148,5,6,6,4,4,5,3,3,0,1,0,0,1,0,0,1
"794",0,57,8085.85,8.415407057,11,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,82.496547,305.7666287,4,4,4,4,4,2,5,2,1,0,0,0,0,0,0,1
"795",3,78,66146.86,12.05866555,17,2,0,0,0,0,0,0,1,0,1,0,1,0,1,1,132.479779,1524.801731,4,4,5,3,4,5,5,3,0,0,0,0,1,0,0,0
"796",0,57,47757.95,7.550902576,12,2,1,0,0,0,0,1,1,1,0,0,0,1,1,1,184.961033,906.2735981,3,3,2,3,4,4,2,2,0,0,0,0,0,0,0,0
"797",1,28,21861.69,11.28505526,9,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,202.443347,676.2054121,5,5,5,2,6,4,3,3,0,1,0,1,1,0,1,0
"798",1,23,22032.37,10.78273936,11,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,167.456419,1142.427499,5,4,3,4,4,3,5,4,1,0,1,0,1,0,1,0
"799",1,78,52729.59,11.02320782,13,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,114.972827,1825.985724,3,3,3,4,3,3,3,6,0,0,1,0,0,0,1,0
"800",1,39,31026.92,11.10415291,10,2,0,0,1,1,1,1,1,0,0,1,0,0,1,0,159.987503,803.3925622,5,4,4,3,4,5,4,6,0,1,0,0,1,0,1,0
"801",1,80,11252.3,17.5602198,10,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,160.01224,1008.639416,5,4,5,4,2,5,3,5,0,1,1,0,1,0,0,1
"802",1,31,97479.21,4.122791832,11,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,137.468388,507.6007948,3,3,4,2,3,4,3,5,0,0,1,0,0,0,0,1
"803",4,42,13288.17,12.84976081,10,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,194.988208,875.1196392,4,4,2,4,3,3,4,4,0,0,0,1,1,0,1,0
"804",0,20,10245.51,7.077339857,10,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,220.161527,830.5471719,3,2,2,1,4,2,4,3,1,0,0,0,0,0,0,1
"805",5,41,10530.09,6.033340156,11,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,147.456419,2287.741972,1,2,3,4,4,4,3,3,1,0,0,0,0,0,0,0
"806",3,53,22898.91,12.13656325,12,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,252.637807,1407.12838,3,4,4,4,2,3,4,4,1,0,0,0,0,0,1,0
"807",0,75,30814.46,4.840632447,10,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,187.481057,2091.178584,3,4,4,3,4,4,3,3,0,0,0,0,1,0,0,0
"808",1,60,53777.29,9.242340847,6,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,137.483594,995.1098617,4,4,5,3,4,4,2,3,0,1,1,0,1,0,0,0
"809",2,27,44064.71,6.471033904,17,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,162.493654,1241.311162,5,5,5,3,4,4,2,3,1,0,0,0,0,0,0,1
"810",0,82,87315.7,8.352797526,9,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,242.610632,1267.731181,3,4,4,4,4,4,5,4,0,1,0,0,0,0,0,0
"811",8,56,30195.71,11.13577596,12,2,0,1,1,0,1,0,1,1,1,1,1,0,0,1,167.484705,1363.377334,4,4,5,4,2,4,4,4,1,0,0,0,1,0,0,0
"812",1,53,16937.26,13.44315297,7,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,267.664655,887.2448499,4,3,4,2,4,2,4,4,0,0,0,0,1,0,1,0
"813",2,81,30434.99,4.316379108,8,2,0,0,0,0,1,1,1,0,1,1,1,1,0,0,235.188375,1795.290082,4,4,4,4,3,4,3,4,0,1,0,1,0,0,0,1
"814",3,74,87428.18,7.92642809,10,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,169.974105,584.4226607,3,4,4,5,3,2,6,4,1,0,0,0,1,0,1,0
"815",2,67,45546.55,15.15496322,14,2,1,0,0,1,1,0,1,0,0,1,0,0,1,0,95.005709,770.6307096,3,4,4,4,3,3,4,4,1,0,1,0,0,0,0,1
"816",3,67,50109.93,11.98080538,6,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,202.636202,1710.907598,5,4,4,3,5,3,3,4,0,0,0,0,0,0,0,0
"817",9,54,63005.71,15.13468172,14,2,1,1,1,0,1,1,1,1,0,1,1,1,1,1,277.63748,1053.415573,4,2,3,4,3,2,4,4,0,1,1,0,0,0,1,0
"818",0,32,81833.68,13.65973236,16,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,95.019486,1093.345316,4,4,4,4,3,3,4,3,1,0,1,0,1,0,0,1
"819",3,62,23288.22,7.643621222,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,152.44408,2021.782055,1,3,1,3,4,3,2,2,1,0,0,0,1,0,0,0
"820",7,70,27430.39,9.919678232,11,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,154.975543,1636.158987,4,4,2,4,3,4,3,4,1,0,0,1,1,0,0,0
"821",3,25,54669.67,8.444910983,11,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,217.470195,1792.56277,1,3,1,4,3,3,2,3,0,1,0,0,1,0,1,0
"822",5,51,27937.54,8.578166103,12,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,162.493654,1152.968935,3,3,2,3,3,6,3,4,1,0,0,0,0,0,0,1
"823",3,56,60109.62,15.75679649,11,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,222.61428,1898.286119,3,4,4,5,5,4,3,3,0,0,0,0,1,0,0,0
"824",0,20,99100.1,9.908849616,5,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,222.61428,1821.82345,3,4,3,4,5,3,3,4,0,0,0,1,0,0,0,0
"825",0,23,28987.95,7.553373948,9,2,1,0,0,1,1,1,1,0,1,1,0,1,0,0,207.49737,1270.22182,4,4,4,3,6,3,2,2,1,0,0,1,1,0,1,0
"826",0,89,48455.85,10.30256804,8,3,1,0,0,1,1,0,0,1,0,0,1,0,0,0,139.934918,2761.982244,4,3,4,3,5,3,1,4,0,0,1,0,1,0,0,0
"827",0,72,4916.91,17.49332639,12,1,2,0,0,0,1,1,0,1,1,0,1,0,0,1,172.487091,504.9814106,3,4,3,4,3,3,3,3,0,0,0,0,1,0,0,1
"828",3,35,56014.49,7.523463124,14,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,175.133074,2019.788427,4,4,4,4,4,3,3,4,1,0,0,0,0,0,0,1
"829",3,66,82251.92,7.059012011,11,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,162.452604,950.1312316,3,3,3,2,5,2,2,3,0,1,0,0,1,0,1,0
"830",1,76,24969.71,9.109696707,15,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,139.979239,1210.196851,1,2,3,4,2,4,2,1,1,0,0,0,0,0,0,1
"831",0,40,3551.89,11.64764999,9,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,242.610632,1614.1637,3,3,4,5,4,4,3,4,0,1,0,0,1,0,0,0
"832",0,34,68738.07,7.595319178,10,3,0,0,1,0,1,1,0,1,0,0,1,1,1,1,262.610632,1136.60955,2,3,3,3,5,2,3,4,1,0,0,1,0,0,1,0
"833",3,30,21671.58,9.227166445,12,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,94.972827,1487.731702,4,4,3,3,4,4,4,6,1,0,0,0,1,0,0,0
"834",0,38,33714.3,10.06634813,20,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,124.97808,639.5093519,3,4,1,2,4,3,3,3,0,1,0,1,0,0,1,0
"835",1,78,25597.36,9.140364793,11,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,120.003499,796.4331979,3,3,4,3,4,3,1,4,0,0,1,0,1,0,0,1
"836",2,85,40133.04,14.95030399,8,3,1,1,0,1,1,1,0,1,0,1,1,1,0,1,275.119794,1124.637958,2,2,3,3,5,1,1,2,0,1,0,1,1,0,1,0
"837",1,88,30133.27,10.03378888,14,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,202.443347,2688.491827,5,6,6,3,4,5,5,5,0,1,0,0,0,0,1,0
"838",1,49,4812.74,12.96180339,16,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,172.47417,1454.923517,5,4,4,4,3,4,4,4,0,0,1,0,1,0,1,0
"839",2,31,12061.92,10.94680764,6,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,144.960655,1014.854462,4,5,5,5,3,4,4,5,1,0,0,1,1,0,1,0
"840",3,33,6132.5,13.32229504,14,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,172.44408,1935.621118,6,5,5,2,4,5,3,4,1,0,1,0,1,0,1,0
"841",4,28,78238.99,15.54569939,9,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,222.61428,1648.155844,3,4,2,3,4,3,4,4,0,0,0,0,0,0,0,0
"842",1,84,15048.63,8.440399216,9,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,220.114868,1524.945096,4,5,4,4,2,5,5,4,1,0,0,0,1,0,0,0
"843",2,35,101771.45,9.010061624,12,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,127.442069,1160.756141,4,5,4,4,5,6,4,4,0,0,0,1,0,0,0,0
"844",2,43,12998.92,12.9088807,15,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,139.934918,2418.099487,2,3,4,2,4,3,3,2,0,0,0,1,1,0,0,0
"845",2,73,58997.61,6.783649349,7,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,172.457857,1523.590353,3,3,3,4,4,3,3,3,0,0,0,0,1,0,1,0
"846",2,77,19383.74,8.144330616,15,2,3,1,0,1,1,1,0,0,1,0,0,0,1,0,157.483594,278.9942907,3,3,3,2,6,3,2,3,1,0,0,0,0,0,1,0
"847",0,24,7945.24,13.64460159,9,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,134.950905,805.3931837,4,5,4,4,4,3,4,5,0,1,1,0,1,0,1,0
"848",1,56,26131.54,10.39492135,14,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,127.474951,1188.311266,4,2,4,4,5,3,3,3,0,1,0,0,0,0,0,1
"849",6,75,45869.12,10.58093125,8,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,194.988208,779.392646,4,5,3,5,3,5,5,5,1,0,0,0,1,0,1,0
"850",0,54,21647.96,10.51343586,18,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,152.488401,940.7924479,4,4,3,4,4,5,4,6,0,0,0,1,0,0,0,1
"851",9,69,35524.46,8.836395031,7,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,152.457857,2623.835938,5,4,4,6,2,6,4,5,0,1,1,0,1,0,0,0
"852",3,50,48154.12,16.63376919,13,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,139.951231,888.9795791,2,3,4,4,2,4,4,4,0,1,0,0,1,0,0,0
"853",3,47,85147.06,7.540632126,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,129.948316,1023.702263,4,5,3,4,4,3,4,3,1,0,0,1,0,0,0,0
"854",2,59,49691.34,8.173622417,10,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,159.987503,407.5928812,4,4,4,3,5,3,3,5,0,1,1,0,1,0,1,0
"855",9,57,32810.46,15.17990976,7,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,79.978861,367.3059091,5,5,5,2,5,4,3,3,0,1,0,0,0,0,0,1
"856",0,29,49106.35,10.24327363,14,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,92.455141,1571.397537,1,2,1,3,3,2,3,3,1,0,0,0,0,0,0,0
"857",0,81,40661.06,2.516745112,12,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,95.019486,876.3492188,4,5,4,4,3,4,5,4,0,1,1,0,1,0,0,1
"858",3,22,11306.37,12.834729,9,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,232.637807,1700.52331,4,3,3,3,4,3,2,2,0,1,0,0,1,0,0,0
"859",2,37,12851.22,9.503889638,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,169.937833,726.6441549,5,5,6,4,3,4,3,5,1,0,1,0,1,0,1,0
"860",4,44,95197.4,9.255314336,13,2,0,0,1,1,1,1,1,0,0,0,1,0,0,0,172.462354,2113.850791,2,4,2,3,4,3,2,4,0,1,0,1,0,0,1,0
"861",0,85,29348.16,8.954899011,14,1,2,0,0,0,1,0,1,1,1,1,0,0,0,1,142.500692,747.9301328,3,2,3,4,4,3,4,2,0,0,0,0,1,0,0,0
"862",4,58,5028.44,11.81175528,10,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,192.440432,708.8254196,4,2,3,5,4,3,4,2,1,0,0,1,0,0,1,0
"863",0,80,85717.14,2.110606916,18,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,187.656013,894.4102553,4,5,4,5,4,5,4,4,1,0,0,0,0,0,0,1
"864",3,28,34407.99,11.46370907,15,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,277.651257,1712.794495,4,3,3,5,3,4,3,4,1,0,1,0,0,0,1,0
"865",7,87,68836.53,11.57554015,11,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,154.961766,1889.347998,3,4,3,2,4,3,3,4,1,0,0,1,0,0,0,0
"866",3,36,35105.32,13.27478996,11,1,2,1,0,1,1,0,1,0,0,1,0,1,1,0,162.468917,1078.260358,3,3,3,3,3,2,3,3,1,0,1,0,1,0,1,0
"867",0,24,18692.53,12.25982132,12,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,149.988989,1461.101266,3,3,3,3,3,2,3,3,0,0,0,0,1,0,0,1
"868",0,60,41058.3,9.515742803,11,2,0,0,1,1,1,1,0,0,0,1,0,1,0,0,172.456745,1340.373707,4,4,5,3,3,5,5,4,0,0,1,0,0,0,0,0
"869",4,32,20436.28,7.85989854,11,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,255.155493,1476.644914,2,2,2,5,2,3,2,4,0,1,1,0,1,0,1,0
"870",4,47,45642.1,10.24268185,8,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,184.949594,1468.00712,3,2,2,3,3,3,2,2,0,1,1,0,0,0,0,0
"871",2,21,13802.12,13.65545074,14,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,202.443347,1060.779533,4,4,6,3,5,5,4,3,0,0,0,1,1,0,1,0
"872",2,48,67035.46,13.30817874,17,0,4,0,0,0,1,0,1,1,1,1,0,0,0,0,162.500692,720.333405,2,2,3,2,3,2,3,2,0,1,0,1,1,0,1,0
"873",7,23,9237.79,10.62473397,13,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,159.979358,2008.680996,2,3,2,3,3,2,3,4,0,0,0,0,0,0,0,0
"874",3,37,40529.84,16.88041332,13,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,182.443347,2207.637213,3,4,4,2,5,4,5,3,0,1,0,0,1,0,0,0
"875",3,58,49350.86,12.50834927,8,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,194.952509,2346.894471,4,4,4,4,3,3,3,3,1,0,0,0,0,0,0,0
"876",0,34,53196.73,8.942252776,9,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,149.962093,954.1807838,4,4,4,4,4,5,3,4,0,1,0,0,0,0,1,0
"877",2,77,11113.69,12.8348374,14,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,172.510442,976.910308,2,3,2,4,3,2,3,2,0,1,0,0,0,0,1,0
"878",4,49,31644.7,15.76975133,8,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,227.475448,1599.474597,3,3,4,3,4,4,5,4,0,0,0,0,1,0,1,0
"879",0,32,26312.33,13.46868109,14,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,159.934918,1660.386663,4,3,5,3,3,3,5,4,1,0,0,0,1,0,1,0
"880",2,70,6088.74,10.14904497,14,2,0,0,1,0,1,1,1,1,1,0,0,1,1,1,217.483972,1283.000223,3,4,4,4,3,4,3,3,1,0,0,0,1,0,1,0
"881",1,56,6479.72,8.6681168,16,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,172.510442,945.8621325,2,2,2,2,4,1,1,3,0,1,0,0,0,0,1,0
"882",3,45,40710.63,11.28911933,14,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,167.484705,2247.823032,4,3,2,4,3,2,4,4,0,0,0,0,0,0,0,0
"883",3,88,73646.38,7.568122559,14,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,172.440432,1441.176168,3,3,4,4,3,4,3,3,1,0,0,1,1,0,0,0
"884",3,22,32974.25,7.641160647,7,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,139.986074,1765.167048,3,2,1,3,3,2,1,3,1,0,0,0,0,0,0,1
"885",1,78,3955.88,10.62427045,12,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,184.978458,1203.563432,4,4,4,4,3,4,4,3,0,0,0,0,0,0,1,0
"886",1,69,53513.98,6.922666965,9,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,232.637807,1692.566285,3,1,3,3,4,4,3,3,0,1,0,0,0,0,0,0
"887",0,51,42002.93,10.20539198,15,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,172.470522,1486.494353,3,3,3,3,2,3,3,5,0,0,0,0,0,0,0,0
"888",10,26,99800.11,4.912625477,10,2,0,0,1,0,1,1,0,0,0,1,1,0,1,0,182.45383,1550.154506,4,4,4,3,3,3,4,3,0,1,0,1,1,0,1,0
"889",4,66,82924.09,9.816727691,18,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,157.483594,526.38731,3,3,3,3,3,3,2,1,0,1,0,0,1,0,1,0
"890",4,35,11824.7,8.717398286,15,2,1,0,1,0,1,1,0,1,0,0,0,0,1,0,167.456419,570.7344969,2,2,3,3,6,3,3,2,1,0,1,0,0,1,1,0
"891",1,39,73624.07,13.75454575,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,104.97808,1344.903546,4,4,4,4,3,5,3,3,0,0,0,1,0,0,0,0
"892",1,72,36352.23,11.69866136,10,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,127.525,1339.377921,3,3,3,4,3,4,5,4,1,0,0,1,0,0,0,1
"893",3,48,25866.44,7.697547282,11,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,179.947583,1273.142721,4,3,5,2,5,4,5,2,0,1,0,1,0,0,1,0
"894",8,51,6215.4,8.22529209,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,104.964303,1964.775503,3,3,2,2,3,3,4,3,0,1,1,0,1,0,0,0
"895",1,49,71631.82,8.734579171,15,2,2,1,0,1,1,1,1,1,0,0,1,1,0,1,245.128318,1341.450253,5,6,5,4,3,6,4,5,0,1,0,0,0,0,0,0
"896",8,86,81116.14,7.295808186,14,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,120.003499,1976.347042,2,2,3,5,4,3,4,3,0,1,0,0,1,0,0,1
"897",1,37,30090.22,10.51097693,11,2,0,1,0,0,1,0,1,1,1,0,1,1,1,1,225.145743,1917.60124,6,5,5,4,4,5,4,4,0,1,0,0,1,0,0,0
"898",0,55,3811.96,7.518278856,15,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,104.964303,820.9557127,3,4,5,4,3,3,3,3,1,0,1,0,0,0,0,0
"899",0,54,38513.67,11.93951737,10,2,0,0,1,1,1,0,1,1,1,0,1,0,1,1,142.499263,1148.911745,4,4,4,4,3,2,1,5,0,0,0,0,1,0,0,1
"900",0,63,35130.18,12.69971233,12,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0,139.965008,1919.921479,3,4,4,3,5,2,2,5,1,0,1,0,1,0,0,0
"901",2,41,67940.02,12.26691686,8,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,117.472036,1839.699549,3,3,3,4,1,4,5,4,0,1,0,0,0,0,0,1
"902",0,79,20078.44,14.82798335,12,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,190.159922,847.9561126,3,4,3,4,3,4,4,5,1,0,1,0,0,0,0,1
"903",1,26,27692.11,10.39540448,10,3,0,0,1,1,1,0,0,0,0,0,0,1,0,1,147.442069,488.2811705,3,3,4,3,3,3,5,3,0,1,0,0,0,0,1,0
"904",3,63,18895.42,9.064004874,12,2,0,0,1,1,1,0,0,0,1,0,0,1,0,1,127.488728,875.0932458,3,3,4,3,3,3,5,3,0,0,0,0,0,0,0,1
"905",0,73,22536.48,8.420093797,11,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,184.971516,2128.80443,3,4,3,3,3,4,4,4,0,0,0,0,0,0,1,0
"906",2,55,35730.59,9.420067912,17,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,214.952509,1541.165921,4,4,4,3,3,4,4,4,1,0,0,0,1,0,1,0
"907",1,48,36901.24,7.436719685,13,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,194.976769,768.0341067,3,3,5,4,4,4,4,3,0,1,0,0,0,0,1,0
"908",4,33,43436.42,7.584336396,11,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,242.61428,1809.863378,2,3,4,6,4,4,3,4,1,0,0,1,1,0,1,0
"909",1,33,56327.41,14.18701742,14,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,152.47417,2295.960298,2,3,2,4,3,3,4,1,1,0,0,1,1,0,0,0
"910",0,76,16762.99,11.54198689,7,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,217.483972,955.0181592,5,4,5,2,5,4,5,3,0,1,0,0,0,0,1,0
"911",3,48,34372.27,7.871451091,13,2,1,0,1,1,1,1,0,1,0,0,0,1,1,1,169.967067,1681.813552,4,4,4,2,6,2,4,2,0,0,0,0,1,0,0,1
"912",1,74,31198.52,12.01473007,13,2,1,0,1,0,1,0,0,0,1,0,1,1,0,0,187.656013,711.7404846,4,3,4,2,4,3,4,2,0,1,1,0,0,0,0,1
"913",1,55,38162.85,9.241864687,15,2,2,0,0,1,1,0,0,0,0,0,1,1,0,1,207.609354,2221.139588,4,5,4,4,4,2,3,3,0,1,0,0,1,0,1,0
"914",3,65,36333.77,10.48393458,13,3,0,0,0,0,1,1,0,1,0,0,1,0,1,1,192.440432,547.9869964,3,3,3,3,5,2,4,4,0,0,0,0,1,0,1,0
"915",3,19,25446.01,8.414092289,10,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,207.609354,926.9394553,3,3,3,4,3,2,4,3,1,0,0,1,0,0,1,0
"916",4,87,26129.83,6.292455476,13,3,0,1,0,1,1,0,1,0,0,1,0,1,0,0,162.468917,715.3186358,5,5,4,5,4,3,4,3,0,1,1,0,1,0,1,0
"917",1,55,54981.51,15.09456492,12,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,137.461553,358.4232611,3,3,2,6,4,3,3,4,1,0,0,0,0,0,0,1
"918",3,50,36772.35,7.987261514,14,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,179.965581,914.8863272,4,4,5,6,1,5,4,5,0,0,0,0,1,0,1,0
"919",1,36,39702.07,3.356393859,16,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,174.975543,919.2881691,6,5,5,3,3,4,3,4,0,0,0,0,1,0,1,0
"920",2,62,27329.96,13.37613844,16,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,147.460067,476.4598684,5,4,4,5,2,5,4,5,0,1,0,0,0,0,1,0
"921",3,89,56631.76,6.839793198,12,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,182.45383,1140.151122,3,3,2,3,4,4,2,4,1,0,0,1,0,0,1,0
"922",3,74,135171.31,4.789435489,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,144.960655,677.1757219,4,3,4,2,5,4,2,4,0,1,1,0,0,0,1,0
"923",0,63,23514.45,10.6945716,17,4,0,1,0,0,1,0,0,0,0,1,0,0,1,1,104.964303,1370.012453,4,3,4,4,3,2,2,4,0,1,0,0,1,0,0,0
"924",0,26,121993.18,13.25969872,10,2,0,0,0,0,1,0,0,1,0,1,1,0,1,0,139.9678,1754.601627,5,5,5,6,3,6,4,5,1,0,0,0,0,0,0,1
"925",1,29,42326.58,9.953164978,13,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,164.988941,2576.783187,2,3,3,2,3,3,4,3,0,0,0,0,0,0,1,0
"926",0,27,7128.27,8.71758667,5,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,149.984492,1559.824693,4,4,4,5,3,3,5,4,1,0,0,0,1,0,0,1
"927",10,50,126457.41,18.94289163,13,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,79.978861,961.7341695,4,3,3,1,4,5,4,2,1,0,0,0,0,0,0,1
"928",4,41,29093.29,8.249879184,8,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,137.468591,409.5740796,2,2,3,2,4,3,2,2,1,0,0,1,0,0,1,0
